toi,tid,tfopwg_disp,pl_orbper,pl_trandep,pl_trandurh,pl_tranmid,pl_rade,pl_insol,pl_eqt,st_tmag,st_teff,st_rad,st_logg,st_dist,ra,dec
1063.01,406976746,PC,10.0665238,839.9044871,2.4023189,2458629.391681,2.7272824,54.8791715,694.1792631,9.0689,5552.0,0.791742,4.61783,61.1201,230.555493,-83.056214
1064.01,79748331,CP,6.4438657,1121.9512275,1.9309449,2458656.668478,2.460344,60.831305,712.2812841,10.0059,4803.0,0.737189,4.52079,68.0726,296.003935,-47.56203
1064.02,79748331,CP,12.2265595,1206.3693293,2.1904379,2458664.490132,2.6014766,25.8970378,575.3502049,10.0059,4803.0,0.737189,4.52079,68.0726,296.003935,-47.56203
1065.01,7088246,KP,2.1605155,13774.8794619,1.4806956,2458654.345755,12.5491935,994.8004349,1432.3651344,13.2851,5780.0,1.2,4.32928,639.004,286.36675,-50.06735
1066.01,201604954,KP,4.606184,13793.034867,3.121643,2458657.832537,12.962219,,,11.9707,5670.0,1.07,4.3925,353.891,285.096517,-54.893341
1067.01,201642601,KP,3.1316735,14915.6943722,2.4579197,2458656.987874,9.4995191,148.6544991,890.5622134,13.1686,4351.0,0.76701,4.438,263.609,288.672005,-59.57935
1068.01,6663331,KP,3.180362,21192.463324,2.111521,2458656.633231,13.446487,,,13.2887,5498.0,0.92,4.47934,535.383,284.399762,-49.138513
1069.01,31858843,KP,2.9776446,13022.0,2.962,2460147.378764,14.4339,758.324,1461.0,10.4293,5703.0,1.22,4.25824,197.996,289.479212,-32.860124
107.01,92352620,KP,3.9502008,13914.0,4.444,2460176.993334,20.5357,1009.38,1570.0,9.6433,6153.0,1.71,4.18077,211.211,313.783239,-34.135751
1070.01,31858844,FP,2.9776152,43218.111683,3.25697,2458655.579241,26.88423,873.27,1386.5,15.7114,5740.0,1.28,4.29219,,289.478541,-32.861327
1071.01,120247528,KP,3.5544026,10164.8753396,2.0550535,2458655.394059,13.200677,515.0014435,1214.9876435,11.5803,5639.0,1.11499,4.37172,290.198,280.184169,-58.459388
1072.01,140830390,FP,12.8379689,10539.0192794,9.8464123,2459211.732146,25.4886382,374.129,1225.0,11.7106,5765.0,2.4494,4.34773,703.878,75.627307,-72.913998
1073.01,158297421,CP,3.9228016,31510.9004906,1.8736007,2459036.472812,13.3368705,91.167589,788.0973496,13.6699,4444.0,0.6983,4.438,300.67,287.484402,-49.664942
1074.01,327301957,PC,13.9428705,1015.395543,3.7522756,2458662.652685,2.4233421,28.0927293,587.1759148,10.6339,5206.0,0.741671,4.63095,107.356,310.761004,-72.010267
1075.01,351601843,CP,0.6047392,1027.6833479,1.0403847,2458654.249503,1.8625587,528.0253155,1222.5973095,11.1186,4046.0,0.580337,4.60963,61.4592,309.971209,-65.449699
1076.01,360742636,KP,2.5495611,14921.4021936,2.6173308,2458654.163257,12.9171288,757.1284067,1337.8645148,11.2474,5659.0,1.03997,4.44653,248.46,294.633694,-55.330269
1077.01,369960846,PC,1.6062693,16725.3019333,1.9561305,2458654.102739,12.6436029,844.2700581,1374.8018137,13.461,5192.0,0.984326,4.4617,463.683,173.810798,-88.096213
1000.01,50365310,FP,2.1713484,656.8860989,2.0172196,2459229.630046,5.8181633,22601.9485814,3127.2040524,9.604,10249.0,2.16986,4.19,485.735,112.357708,-12.69596
1001.01,88863718,PC,1.9316462,1286.0,3.166,2459987.948873,11.2154,44464.5,4045.0,9.42344,7070.0,2.01,4.03,295.862,122.580465,-5.513852
1002.01,124709665,FP,1.8675574,1500.0,1.408,2459224.687802,23.7529,2860.61,2037.0,9.299501,8924.0,5.73,,943.109,104.726966,-10.580455
1003.01,106997505,FP,2.74323,383.41,3.167,2458493.3957,,1177.36,1631.0,9.3003,5388.5,,4.15,7728.17,110.559945,-25.207017
1004.01,238597883,FP,3.5730141,755.0,3.37,2459987.047262,11.3113,54679.3,4260.0,9.1355,9219.0,2.15,4.14,356.437,122.178195,-48.802811
1005.01,169904935,FP,4.5505945,3731.0,2.654,2459985.156855,7.10841,414.775,1257.0,9.1309,5613.0,1.09,,100.711,120.704811,-11.101521
1006.01,156115721,FP,2.5047918,2270.5402194,4.3797563,2459229.984579,8.6950898,1750.932635,1649.8220699,9.2386,6616.0,1.53429,,,124.359239,-27.273521
1007.01,65212867,PC,6.9989206,2840.0,3.953,2459247.930695,14.7752,448.744,1282.0,8.87759,6596.0,2.7,3.71,283.291,112.752393,-4.463359
1008.01,440801822,FP,2.0483755,483.0,2.767,2460258.236122,3.19621,5644.4,,8.9362,6858.5,1.57,4.2,144.297,109.382839,13.395219
1009.01,107782586,PC,1.9600277,1707.6272693,2.0065257,2459229.230924,,1063.3422958,1456.4246534,8.4331,8868.7,,,866.147,111.667845,-24.462111
101.01,231663901,KP,1.4303699,18960.7122944,1.6165994,2458326.009117,13.1874503,1281.2408254,1525.9048089,12.4069,5600.0,0.890774,4.48851,375.31,318.737012,-55.871863
1010.01,139853601,FP,0.6808702,1507.8006889,2.4634563,2459228.878101,5.9115908,87140.6995884,4382.0266062,8.45086,9438.0,1.0,,485.122,112.293981,-21.832912
1011.01,114018671,PC,2.4705036,273.0272045,2.3513472,2460715.898893,1.44656,575.597,1364.0,8.2388,5413.7,0.94,4.46,52.62,113.984761,-32.841999
1012.01,427508467,APC,0.884182,1890.0,1.621,2459252.509595,24.8132,112144.0,5098.0,8.12718,8928.0,2.72,3.92,295.959,117.095285,6.785064
1013.01,97700520,FP,5.4255548,14939.6342222,3.9637474,2459232.248322,,273.5880696,1037.2753045,7.6095,8868.7,,,510.295,107.286063,-31.933523
1014.01,96246348,FP,1.4095184,2841.5103258,0.9484999,2459985.657041,,1650.422071,1625.6180218,7.678,9307.0,,,224.672,103.561602,-34.22282
1015.01,155044736,FP,1.3730466,1301.5065338,2.5708515,2459963.610065,42.1479417,3160.6328329,1912.3318636,10.7069,4897.0,6.7996101,,906.496,122.895964,-27.971896
1016.01,175310067,FP,12.6889415,3232.8527885,7.9201001,2459238.831138,14.0608342,425.1594177,1158.1310368,10.6257,7601.0,1.53641,4.31,368.646,116.110771,-36.098285
1017.01,182943944,FP,1.10422,14177.7,2.37,2458518.96536,21.0448,39459.3,3926.0,10.6019,6995.2,1.61,4.07,406.997,124.726411,-37.78325
1018.01,291555748,FP,4.95912,7440.0,2.509,2458492.78078,22.9123,673.55,1419.0,10.6254,5889.0,2.0,3.86,360.541,111.716019,-50.266567
1019.01,341420329,PC,5.2341008,20796.9416293,3.7078139,2459232.446864,24.2931408,1453.6663847,1574.8381848,10.6348,7645.0,1.56203,4.3,399.544,120.147994,-54.878552
102.01,149603524,KP,4.4119372,14711.8810303,3.6321285,2460982.065462,15.0648739,1817.8873612,1819.1138579,9.7109,6280.0,1.21,4.32092,175.631,87.139821,-63.988329
1020.01,140706664,FP,3.28892,10518.9,3.793,2458521.29108,,29832.6,3661.0,10.7173,8734.2,,4.1,906.827,128.381976,-43.828421
1021.01,143994283,FP,1.90879,618.482,1.909,2458492.90429,3.34688,985.807,1561.0,10.5551,6022.6,1.22,4.52,235.974,119.30075,-42.999149
1022.01,47384844,FA,3.09574,380.0,4.475,2458547.448,3.4262,18087.9,3230.0,8.72924,6084.0,1.41,4.13,120.666,162.96491,-5.788708
1023.01,238374636,FP,1.3214483,2180.0,3.435,2459303.303969,21.8839,35623.2,3827.0,9.697,5050.8,2.99,3.56,316.398,120.837688,-51.345626
1024.01,141482386,FP,18.0157,610.0,2.524,2458339.72276,21.644,7.64364,463.0,10.0814,4709.0,7.61,,692.266,86.820714,-72.422611
1025.01,297967252,FP,9.6837908,4965.2496516,1.6988586,2460733.686688,25.3602704,2575.8141907,1985.0771972,5.5324,8598.7,,,129.838,142.521159,-51.517114
1026.01,388624270,FP,14.2628757,913.2067174,6.9350494,2460720.807674,2.4765813,153.2069421,980.3628831,9.9138,5690.0,0.853898,4.58,105.677,125.434634,-51.759442
1027.01,20318757,PC,3.2834565,1558.0,1.537,2460037.86905,2.87648,161.092,992.0,10.2103,4272.0,0.68,4.6,56.3449,167.133275,-29.653135
1027.02,20318757,PC,11.02875,1694.0,2.715,2460032.53325,2.76586,15.0463,548.0,10.2103,4272.0,0.68,4.6,56.3449,167.133275,-29.653135
1027.03,20318757,PC,5.0113292,1210.0,1.024,2460032.57304,2.52314,17.1793,567.0,10.2103,4272.0,0.68,4.6,56.3449,167.133275,-29.653135
1028.01,447283466,FP,1.01606,240.0,2.843,2458544.48066,1.20704,2784.04,2023.0,7.9059,4634.0,0.68,4.64,23.7748,157.098337,-51.705409
1029.01,374908020,FP,36.22214,7170.0,5.107,2458365.89313,,,,6.841,,,,,88.73909,-65.958839
103.01,336732616,KP,3.547854,10424.3718,3.494333,2458327.25256,14.581841,1212.004376,1504.858953,11.5232,6351.0,1.4,4.22896,411.211,312.457488,-24.428694
1030.01,464296022,FP,12.1246519,7279.0,4.612,2460054.783937,17.6729,207.32,1057.0,9.5706,4807.6,1.07,4.17,78.41273,155.831478,-57.590248
1031.01,304021498,FP,5.652623,1250.0,3.434,2459304.837939,8.94354,2717.06,2011.0,9.7318,6415.4,1.92,3.98,270.771,140.88389,-67.026006
1032.01,146589986,PC,5.6643704,3491.8232968,3.8087395,2459283.828685,14.7738943,7657.6621505,2385.8536488,9.7611,10395.0,2.3383701,4.13,587.196,159.221506,-42.541639
1033.01,149601557,FP,29.0161646,1238.3381592,5.345,2460717.39858,6.8208109,33.2234,,10.0163,6113.1,2.01,,219.94,87.282586,-60.498444
1034.01,400595342,FP,3.6404389,476.3077321,2.5339234,2460768.617427,3.7025342,9941.2265514,2783.098027,9.8174,9810.0,1.60776,4.43,363.44,134.441752,-49.000578
1035.01,361413119,PC,6.0744477,5982.5212406,2.4954821,2459286.872605,30.9493217,1487.5644344,1583.9398898,10.1126,5964.0,2.4303801,3.7,347.556,144.150273,-61.583182
1036.01,146172354,PC,3.7795212,2761.0,2.952,2460037.172273,5.98375,466.528,1294.0,10.2855,5771.0,1.18,4.31,184.015,157.867112,-42.240448
1037.01,363260203,FP,1.2025238,390.0,1.991,2459331.124512,6.31106,208477.0,5952.0,9.0211,9158.0,1.74,4.32,279.698,147.385172,-63.306478
1038.01,90544017,FP,3.2235985,680.0,2.159,2459273.371643,5.51341,2064.8,,8.7157,8904.0,2.17,4.09,280.765,128.454638,-49.940347
1039.01,461867584,APC,4.420125,2466.0,3.956,2460031.2166,,,,8.5483,,,,2864.34,149.688545,-58.760453
104.01,231670397,KP,4.0872956,3572.1712499,5.586113,2460150.608677,13.6237732,2242.3605401,1755.0767383,9.8638,6036.0,2.2186699,3.93359,316.678,319.949697,-58.148933
1040.01,310483807,FP,2.55555,397.9246747,1.566,2460756.129789,12.5272602,3520.68,2145.0,8.3854,10037.0,6.04,,732.432,128.61421,-61.488262
1041.01,385624852,FP,8.30792,8350.0,3.228,2459261.801216,43.1068,2276.25,1924.0,8.0981,9081.0,3.05,3.83,305.034,138.402252,-55.19791
1042.01,360286627,FP,0.758082,583.93181,1.8184632,2459281.337956,10.1273702,216218.1005011,5499.7476332,9.718,9917.0,3.5086601,3.75,792.633,141.975215,-61.33004
1043.01,90448944,FP,1.4415577,507.0,2.349,2459985.770425,3.61078,16861.8,3174.0,9.5719,6902.0,1.52,4.25,208.055,128.302319,-52.714202
1044.01,463402815,PC,1.0085089,3051.0,1.642,2460037.194672,,,,10.0031,5215.2,,,494.689,153.811023,-58.766393
1045.01,54044474,FP,3.7039994,7590.0,4.277,2459301.544126,17.57,3546.13,2149.0,9.6306,7013.8,1.9,4.21,300.696,159.887704,-32.51188
1046.01,309787037,FP,1.3042553,914.0,1.706,2460177.867195,9.36472,26944.7,3569.0,10.0119,6762.0,1.75,4.11,301.298,126.419468,-60.907514
1047.01,370745311,FP,0.62627,1880.0,0.666,2458544.79061,5.72162,3235.57,2101.0,10.2355,5622.0,0.93,4.5,134.926,144.581535,-67.505097
1048.01,384549882,FP,0.30412,1330.0,0.748,2458518.376,10.417,280833.0,6413.0,8.802,11892.0,2.52,4.14,440.426,136.527702,-54.903922
1049.01,16288184,KP,2.1805333,16399.8584641,2.9443745,2458626.801546,16.6994623,1770.4590366,1654.4026623,11.0657,6599.0,1.2714601,4.21017,314.995,253.768848,-28.710584
105.01,144065872,KP,2.1846669,11535.5475157,2.6989102,2460904.412675,13.7127047,2841.0561889,2033.9398041,9.4995,5630.0,1.23824,4.37759,137.544,337.457824,-48.003099
1050.01,66818296,KP,3.7354838,17030.0,4.142,2459355.54563,21.2315,1292.19,1670.0,11.0261,6650.0,1.57,4.1639,405.908,239.962248,-28.061794
1051.01,259863352,FA,21.701669,211.6567325,8.2676424,2458657.736625,2.3751494,52.095,685.2,7.1278,5625.0,1.56486,4.438,53.19149,40.365939,-71.462749
1052.01,317060587,CP,9.139804,358.4157801,3.0912936,2458332.941229,3.0629855,243.011763,1006.9932829,9.0197,5958.2,1.58,4.34,129.804,337.510274,-75.646561
1053.01,112395568,FP,5.742625,1105.760867,2.860293,2458657.999179,13.088532,,,8.8849,5664.0,3.86959,3.26574,263.729,290.977117,-33.351416
1054.01,366989877,CP,15.5077855,513.0,4.565,2460122.700139,2.43432,88.0718,853.0,8.4362,6122.0,1.17,4.30881,88.4343,302.114174,-54.317501
1055.01,320004517,CP,17.4713078,1199.7541483,4.4284819,2458661.062711,3.5766828,53.3700317,689.3568807,8.0888,5783.54,0.974669,4.49925,57.2651,293.286615,-54.532728
1056.01,421894914,PC,5.3079507,391.3830934,3.2158594,2458326.062424,3.0486928,603.2401116,1263.9861129,9.6663,6124.3,1.36963,4.38,168.354,339.258703,-76.917605
1057.01,323132914,PC,51.1701501,851.4547808,6.6641048,2458607.350901,2.9366826,11.2148229,466.7322968,9.4091,5599.0,0.943356,4.46138,98.2855,127.996917,-78.407564
1058.01,31553893,PC,11.1296441,951.6169809,7.0473822,2458663.023129,12.8402271,1255.6817164,1518.2372485,9.3781,5785.0,3.4475601,4.344,338.831,288.911772,-31.790813
1059.01,380783252,PC,9.4496506,19750.0,2.021,2460106.337519,17.0216,38.5799,694.0,9.7825,5509.0,0.94,4.39758,98.8783,269.714503,-60.922727
106.01,38846515,KP,2.8493827,7740.4889995,3.548888,2460988.068249,16.0782163,5502.8822312,2399.4720439,10.3157,6900.0,1.77,4.438,364.411,68.959816,-64.027039
1060.01,101230735,APC,2.0685633,502.0,0.373,2460149.536226,3.89739,24.409,619.0,9.6652,5687.9,1.14,4.6,128.491,299.290995,-48.934476
1061.01,253990973,FP,0.540933,257.347459,1.674337,2458654.253249,2.28501,,,9.7345,5525.0,1.21935,4.25342,133.171,284.688908,-41.242483
1062.01,299799658,CP,4.1150576,487.0,1.08,2460177.200429,2.30057,77.3573,826.0,9.478,5394.0,0.89,4.50942,82.1733,38.120968,-78.023683
1125.01,80166433,PC,0.7724825,211.3168519,1.3744974,2459036.495091,4.1624907,60276.5000547,3996.2877922,8.0465,8271.0,2.5027299,3.95,237.593,298.287708,-46.369991
1126.01,405862830,FP,1.6268695,1502.0,3.231,2460122.432108,2.36498,1946.23,1850.0,10.3579,5034.0,0.73,4.64,97.8115,279.062469,-43.620606
1127.01,269450900,FP,2.32439,2704.18,4.453,2458657.63073,,68217.5,4502.0,7.3163,8268.5,,3.93,177.741,292.195297,-36.00026
1128.01,425721385,FP,13.5499,1180.0,1.795,2458663.15245,6.24633,31.6652,660.0,9.7298,6209.0,1.63,4.09,222.529,289.761799,-43.074223
1129.01,91576611,FP,4.43651,1520.0,3.365,2458659.06927,19.9664,8233.41,2653.0,8.7823,7101.9,2.32,3.91,247.414,284.157959,-29.398357
113.01,97409519,KP,3.372877,17163.60419,2.63426,2458327.053085,14.201803,615.165921,1270.187448,12.1893,6050.0,1.02,4.45061,448.637,332.714337,-30.749719
1130.01,254113311,CP,8.34998,16680.0,1.836,2460144.137122,11.1424,19.9348,588.0,10.1429,4236.0,0.74,4.52,58.2609,286.376004,-41.43764
1130.02,254113311,CP,4.0686405,2650.0950013,1.8373729,2460126.924264,3.7548333,84.108766,772.378302,10.1429,4236.0,0.741921,4.52,58.2609,286.376004,-41.43764
1131.01,198213332,PC,0.5860366,410.5241553,0.8098934,2458711.595435,4.906408,26813.1057089,3263.6721812,9.2872,5579.0,2.39803,3.67,222.74,248.433545,61.718334
1132.01,267489265,FP,1.5502952,411.0,2.938,2460351.800169,3.34528,10796.6,2839.0,9.2293,7851.0,1.86,4.17,286.668,298.781281,54.781445
1133.01,69997672,FP,1.80709,450.0,3.297,2458684.2349,4.86242,7233.01,2569.0,9.11458,6244.0,2.2,3.84,233.369,294.824079,31.958037
1134.01,122220263,FP,18.6922101,11126.0,7.765,2460333.437983,18.1458,282.175,1141.0,9.03609,6277.0,1.65,4.09,170.732,290.02096,36.637774
1135.01,154872375,CP,8.0277326,5705.0,4.284,2460658.97426,9.06883,248.619,1106.0,9.02855,5962.7,1.15,4.38,114.048,193.39637,85.129495
1136.01,142276270,CP,12.5187279,2320.0,5.38,2459612.447691,5.58857,626.362,1393.0,8.9361,5729.0,0.98,4.47,84.5362,192.184898,64.855276
1136.02,142276270,CP,6.2586065,813.0,3.201,2460366.026514,2.51593,232.392,1087.0,8.9361,5729.0,0.98,4.47,84.5362,192.184898,64.855276
1136.03,142276270,CP,26.3208756,800.0,4.414,2459594.183463,2.71349,26.4328,631.0,8.9361,5729.0,0.98,4.47,84.5362,192.184898,64.855276
1136.04,142276270,CP,18.795547,470.6731965,4.3425576,2458697.755807,2.1597669,48.477077,672.9826313,8.9361,5729.0,0.977727,4.47,84.5362,192.184898,64.855276
1137.01,89389197,PC,1.3206356,1052.4255997,1.6000996,2459770.240602,34.7561624,3652.2582486,1982.7142102,9.00558,4919.6,6.3070302,,419.435,301.17768,30.409951
1078.01,370133522,CP,0.5182425,831.8920424,0.8565249,2458654.10332,1.3485121,255.1405815,1019.3295979,10.1165,3325.0,0.390989,4.88693,20.373,306.928646,-56.462287
1079.01,379240073,PC,3.1644075,5603.4635466,2.0576293,2458656.380357,14.8814743,2206.1550476,1747.9490013,13.1284,6519.0,1.7234,4.22068,1179.27,283.119492,-55.387928
108.01,289793076,KP,3.0440495,22807.0101774,2.6523472,2458328.085025,12.3803804,315.9877708,1075.3189972,13.163,5523.0,0.809868,4.52192,421.855,316.96148,-26.09672
1080.01,161032923,CP,3.9652485,3680.7544436,1.0112593,2458654.060577,1.2305102,5.2829448,386.6684768,12.7067,3296.0,0.199988,4.96636,25.559,276.368325,-52.214573
1081.01,253728991,PC,2.9840866,6014.0780197,2.9051285,2460858.623432,12.5116438,828.3050344,1368.2558852,11.5247,6027.0,1.23975,4.29978,354.05,282.140409,-40.11177
1082.01,261108236,PC,16.3469053,2212.4257252,3.5865698,2458626.085696,3.5059571,8.9995944,441.7489067,11.8835,4310.0,0.649613,4.57345,100.248,83.275809,-80.815478
1083.01,322270620,PC,12.9802953,2407.2608671,2.5034417,2458627.915974,2.4241912,4.7341229,376.2093904,12.0936,3614.0,0.491323,4.81257,68.9109,296.822194,-87.32281
1084.01,380589029,KP,1.3484961,18463.7636682,2.4074261,2458653.973305,15.8824638,2706.9606225,1839.6713042,12.2851,6346.0,1.14759,4.38484,494.182,268.890707,-61.7474
1085.01,381979901,APC,3.2541181,13620.0,4.341,2460041.175097,14.9476,1436.45,,11.6577,6102.0,1.28,4.28649,444.066,77.605399,-59.535664
1086.01,468148930,PC,3.7178828,4864.8405125,5.5277827,2458655.291499,14.6986197,1925.1426172,1689.4116185,12.2303,5818.0,2.0840001,4.33787,736.397,305.56982,-88.568495
1087.01,426077080,FP,9.30992,2220.0,3.464,2458630.77194,14.2968,215.208,1067.0,9.4142,6907.0,3.09,3.63,416.25,238.001011,-76.49349
1088.01,343648136,FA,1.15395,1550.0,2.236,2458626.38955,5.48364,3534.3,2148.0,10.4613,6093.0,1.4,4.2,240.901,272.311383,-76.300955
1089.01,129319156,FP,4.73703,2410.0,3.902,2458643.10264,25.7144,53821.0,4243.0,10.3918,11600.0,2.48,4.13,778.127,228.84306,-52.885989
109.01,29344935,KP,2.76676,14947.4387827,2.6872178,2458326.127479,12.2867389,505.8840075,1209.5741229,13.2366,5346.0,0.984866,4.48823,513.011,313.215475,-25.687376
1090.01,361034196,FP,2.19296,4933.74,4.586,2458628.96316,22.7769,31883.5,3722.0,10.0196,7009.8,2.95,3.6,566.502,242.016315,-68.588832
1091.01,193413306,PC,1.725841,2710.0,3.674,2459359.55521,15.0024,50469.2,4175.0,9.3529,7348.0,2.39,3.9,321.671,222.101134,-56.025931
1092.01,387079085,FP,1.1923,3730.0,3.119,2458601.38096,30.666,40771.2,3958.0,9.0039,6534.0,2.04,3.95,209.919,217.022882,-64.634285
1093.01,382331352,FP,11.47606,3050.0,6.083,2458601.33791,,,,10.0067,,,,1710.22,215.805264,-63.045983
1094.01,136274063,APC,0.5971314,910.0,0.468,2459360.160536,9.08382,1596.43,1760.0,9.9806,7710.0,2.28,3.98,426.003,230.498827,-53.819601
1095.01,375223080,PC,1.4821386,2102.6568299,2.1867078,2459307.385949,13.7339261,18197.1354531,2962.2418039,10.4291,7066.0,2.6647301,3.78,582.521,133.968965,-75.926187
1096.01,375225453,FP,0.9209526,360.8801529,1.8602735,2459307.93577,5.7349089,32740.3629399,3430.7622437,10.11,6553.0,2.8908899,3.65,490.288,133.826684,-73.173308
1097.01,360630575,CP,9.188506,460.0,2.492,2459376.410518,2.16591,63.4589,786.0,8.7215,5876.0,0.98,4.48,79.5561,189.775859,-74.57402
1097.02,360630575,CP,13.9028391,647.2701039,2.1264429,2459344.461827,2.6136848,77.4841883,756.6987586,8.7215,5876.0,0.983215,4.48,79.5561,189.775859,-74.57402
1098.01,383390264,CP,10.1826983,667.4752458,2.8275109,2458629.909082,3.0538057,198.394783,957.1991659,8.7581,6153.0,1.14582,4.34814,105.096,192.589285,-88.121111
1099.01,290348383,CP,6.441006,914.0,1.812,2460140.220927,2.56374,87.8902,853.0,7.3661,4867.0,0.8,4.438,23.606,328.718171,-77.338802
110.01,281459670,KP,3.1743504,15457.3247576,2.751086,2458328.039934,14.9172256,718.9096994,1320.6518234,11.6714,5943.0,1.15706,4.42524,342.14,5.618525,-59.942589
1100.01,318608749,FP,20.0731588,1152.9645461,3.8449215,2459044.494531,4.0506906,69.3993155,736.1368293,10.5135,6033.0,1.14849,4.37,205.43,9.126138,-83.567067
1101.01,271581073,FP,2.66903,3110.0,1.548,2459058.79277,9.36823,429.86,1268.0,10.5891,5803.5,1.56,4.07,262.794,319.551469,-77.529113
1102.01,311890977,FP,6.63371,1555.34,2.122,2458627.80423,2.75375,22.9987,610.0,10.5652,4138.1,0.63,4.54,58.0624,263.003209,-76.858265
1103.01,351603103,PC,2.94308,4490.0,4.073,2459037.655526,45.3525,2533.34,1976.0,10.5598,4437.0,3.13,,320.212,310.086743,-63.789963
1104.01,451599528,FP,341.2791676,8583.5584652,7.0132492,2458702.256022,21.4801659,2.3578555,316.045088,7.5622,6058.6,1.39203,4.2,70.0154,279.721286,-85.709137
1105.01,274151135,PC,10.8680523,1553.0,2.375,2460086.979446,2.90726,20.7383,594.0,10.2809,4664.0,0.76,4.55,79.5225,146.053969,-89.471513
1106.01,384513078,PC,11.1149,900.0,2.26,2458630.71937,14.7645,21.9713,603.0,10.0717,5042.0,4.94,,523.425,253.110033,-79.135182
1107.01,394561119,CP,4.0782392,6046.6959687,4.8475616,2459336.073646,13.898174,1619.0081232,1617.8267296,10.0068,6501.0,1.74836,4.08,281.314,155.607863,-82.218869
1108.01,295599256,FP,7.14386,11146.4,1.467,2458655.54872,22.1531,,,9.941,7860.0,1.91,4.15,417.08,274.221618,-68.197779
1109.01,50309953,FP,7.04083,1580.0,2.979,2459083.35168,8.46404,852.336,1505.0,9.7906,5317.0,0.91,4.49,102.238,30.198486,-77.610376
111.01,355703913,KP,2.1061569,12142.2238514,1.4688934,2458326.105486,13.086872,691.8428073,1308.0417533,13.183,5380.0,0.940697,4.4337,508.842,0.774487,-62.469317
1110.01,446549905,FP,2.4545635,4248.0,2.321,2460146.990136,11.1276,2162.73,1899.0,9.6789,6610.0,1.64,4.15,243.838,286.791829,-58.697242
1111.01,412014494,FP,11.4756978,8341.0,0.808,2460131.889805,14.1098,11.4585,512.0,9.3871,7262.0,2.13,4.0,312.461,291.373783,-60.941042
1112.01,369864738,FP,2.78186,490.0,2.456,2458626.54168,4.92567,1323.21,1680.0,9.5162,6819.0,2.21,3.92,292.085,163.628917,-87.269735
1113.01,290348382,FP,6.4410082,7076.0,1.798,2460140.221205,4.59203,8.2114,471.0,9.66865,3469.0,0.53,4.71,23.8853,328.710839,-77.337433
1114.01,409934330,APC,2.4887726,4852.0,2.632,2460148.616195,,773.3029498,1344.9531805,8.1129,8048.0,,4.438,174.475,302.147728,-71.552443
1115.01,379286801,APC,4.45199,8483.38,2.109,2458658.32747,15.8858,1013.74,1571.0,10.526,6708.3,1.57,4.2,359.215,283.301843,-54.910806
1116.01,304100538,PC,5.0100708,409.4812214,2.0644756,2458325.661906,2.3107394,210.6631712,971.6657708,9.5268,5551.0,0.906282,4.46214,94.4178,27.699972,-75.848774
1117.01,295541511,PC,2.2281625,630.0,2.015,2459386.963814,2.56778,702.927,1434.0,10.4055,5731.0,1.02,4.43,167.598,273.602061,-66.419974
1118.01,90919952,FP,4.13812,5560.0,3.911,2458660.16316,,613.964,1386.0,10.5084,4898.4,,,,277.432937,-44.625506
1119.01,261369656,APC,10.95663,3830.0,3.588,2458666.52199,23.9726,619.065,1389.0,10.5024,6456.0,2.07,3.92,421.518,292.604815,-46.278074
112.01,388104525,KP,2.4997996,14621.2059647,2.865171,2460069.773646,13.8516093,907.8624196,1399.9894384,11.6035,5650.0,1.13732,4.28867,302.448,55.933639,-65.19378
1120.01,143257766,FP,1.66226,6030.0,3.321,2458656.45082,13.3343,7149.89,2561.0,10.4063,7301.0,1.64,4.23,386.323,293.389272,-45.892667
1121.01,24094603,FP,4.07611,1454.18,2.062,2458658.61052,,,,11.0605,,,,338.644,269.648642,-46.065523
1122.01,304774444,FP,3.6245513,1299.0,3.042,2460115.852574,4.3503,919.571,,10.2934,6317.0,1.38,,249.826,281.369481,-52.262928
1123.01,469782185,APC,1.20928,11883.8,1.886,2458658.04087,15.1764,,,10.2398,5159.8,1.27,4.23,161.932,292.391505,-37.304009
1124.01,128790976,APC,3.5187707,5634.0,2.408,2460149.391758,14.0061,2000.01,1863.0,7.2235,6690.0,1.49,4.24,75.7145,300.212928,-43.982529
119.01,278683844,PC,5.5411113,597.3296582,2.4142561,2460987.348604,1.9687561,364.2204844,1217.0522727,9.2789,5332.0,0.82,4.56429,66.6187,99.238421,-58.016153
119.02,278683844,PC,10.69173,498.5173154,3.0528284,2460979.593803,1.8105614,316.3141491,1174.8915883,9.2789,5332.0,0.82,4.56429,66.6187,99.238421,-58.016153
1190.01,287196418,APC,3.6950015,7655.0,4.515,2460553.884666,14.1288,2184.62,1904.0,9.80529,7106.7,1.63,4.2,280.948,292.734132,59.403853
1191.01,237185205,FP,15.7335693,2540.0,3.288,2459441.423236,24.3218,367.588,1219.0,9.7831,6800.0,2.21,3.91,355.809,283.526697,37.720014
1192.01,158276040,APC,45.9403293,14807.0,3.768,2460524.90576,28.3312,20.4053,,10.4999,6479.3,1.28,,283.025,286.550056,44.0808
1193.01,89643259,FP,2.2219839,4394.0,1.996,2460337.368138,15.4416,7790.56,,10.4813,7166.8,1.87,,501.963,301.41088,33.049205
1194.01,147950620,CP,2.3106428,6911.0,1.294,2460367.07216,8.76741,203.685,1052.0,10.4782,5339.9,0.99,4.41,149.667,167.821481,69.964775
1195.01,24364065,FP,4.05135,1132.23,2.4,2458686.84696,14.2359,,,10.4717,4974.4,3.85,,500.014,291.12047,33.273702
