tic_id,Tmag,Teff,e_Teff,logg,e_logg,rad,e_rad,mass,e_mass,rho,e_rho,lum,MH,d,e_d,ebv,contratio,numcont,priority,disposition,gaiabp,gaiarp,plx,e_plx,Vmag,Jmag,Hmag,Kmag
237751146,14.1477,3352.0,157.0,4.79625,0.00605178,0.433512,0.0135164,0.428732,0.0207529,5.26238,0.237607,0.0213753376,,133.21,1.5015,0.0071314,0.521924138,442,0.000375435455,,16.8692,14.216,7.4797,0.0839736,16.54,12.618,11.985,11.695
7548817,12.0453,6050.0,127.639,4.1419,0.0810965,1.49494,0.071583,1.13,0.149506,0.338224,0.0748888,2.69752526,,566.189,6.399,0.0388995,0.0749378651,145,0.0005266124,,12.7798,11.9924,1.73744,0.0198099,12.586,11.477,11.192,11.245
9727392,11.2932,6421.5,128.312,4.08773,0.0928586,1.70005,0.102156,1.29,0.198874,0.262544,0.0678089,4.42757463,-0.31,502.927,18.046,0.0336728,0.0305886045,41,0.000327518064,,11.8999,11.2382,1.96143,0.0707446,11.861,10.775,10.517,10.489
273874849,13.6414,5781.0,85.0,4.44616,,1.01034,,1.04,,1.00839,,1.027175,0.26,720.753,10.343,0.0706907,,,,,14.525,13.5869,1.35886,0.0197566,14.314,12.992,12.67,12.585
277128619,11.9545,5520.0,127.125,4.33598,0.0756835,1.10771,0.0585679,0.97,0.1204,0.713658,0.152807,1.02637386,,329.304,2.4985,0.0799555,0.007467965,175,0.000675033138,,12.9137,11.9044,3.00799,0.0228692,12.652,11.221,10.85,10.797
37718056,11.7083,6239.0,126.688,4.14926,0.0855296,1.53389,0.0791985,1.21,0.173333,0.335276,0.0773207,3.21176267,,524.993,12.2925,0.035732,0.0039245123,30,0.000292270939,,12.3799,11.6528,1.87646,0.0442526,12.044,11.178,10.957,10.881
387834907,8.4239,,,,,,,,,,,,,,,,,,,,9.61352,8.35584,,,9.396,7.434,6.93,6.786
278892590,13.8529,,,5.27596,0.0719093,0.114827,0.00335728,0.0907782,0.0200069,59.9583,8.00818,0.0,,,,,0.00293153641,36,0.0,,18.9982,14.0967,,,17.02,11.354,10.718,10.296
204317710,13.7426,5667.0,122.0,4.43411,,1.00957,,1.01,,0.981537,,0.9470743,,745.116,17.117,0.0398679,,,,,14.5942,13.687,1.31348,0.0305925,14.386,13.09,12.768,12.699
241174783,9.54224,6802.3,102.543,3.74674,0.0845497,2.68185,0.109739,1.464,0.24407,0.075899,0.0164053,13.873558,-0.116,390.33,6.9965,0.0285625,0.03764761,61,0.0006108742,,10.0627,9.50068,2.53383,0.0455644,9.931,9.128,8.962,8.907
229536616,10.9873,6292.0,,,,1.3721,,,,,,,,283.32,,,0.000283439,35,0.00107187545,,11.2867,10.6187,,,11.019,10.132,9.893,9.803
281196902,12.079,5354.0,315.385,4.341,0.107331,1.07607,0.06451,0.926,0.156061,0.743179,0.22924,0.8572088,,322.356,2.953,0.0720727,0.137065262,202,0.0005442444,,13.0834,12.0251,3.07356,0.0282053,12.823,11.316,10.966,10.876
232967666,10.3874,5807.0,,,,1.14438,,,,,,,,209.618,,,0.000101768957,33,0.0022219047,,11.0556,10.314,,,10.947,9.809,9.514,9.456
224418572,11.8512,5308.0,134.113,3.82135,0.078273,1.94354,0.109668,0.913,0.109566,0.124362,0.0276762,2.70151567,,487.216,9.4445,0.131732,0.448518038,1749,2.30744281e-05,,12.9534,11.7993,2.02478,0.0394661,12.592,10.988,10.583,10.489
219854185,10.8041,5494.0,125.776,3.93327,0.0803157,1.75475,0.0942867,0.963,0.124632,0.178231,0.0403706,2.52742052,,323.265,2.821,0.016581,0.0193477161,58,0.002172379,,11.6896,10.7545,3.06475,0.0267932,11.37,10.15,9.837,9.742
138644215,12.8939,6136.25,132.502,4.15767,0.0885656,1.4874,0.0734472,1.16,0.164239,0.352514,0.0862,2.82592916,0.0853783,822.96,10.3085,0.0601138,1.152255,843,2.30285132e-05,,13.5613,12.8354,1.18642,0.0151037,13.474,12.343,12.134,12.092
427279997,10.5682,9714.0,228.921,3.97604,0.0779554,2.68064,0.150807,2.48,0.340801,0.128747,0.0278792,57.64523,,909.511,44.8145,0.080687,0.1298585,697,4.18472155e-05,,10.6322,10.5209,1.07302,0.0527853,10.57,10.375,10.361,10.378
1129033,9.62713,5605.0,110.703,4.49347,0.0733996,0.933975,0.0429146,0.991,0.120696,1.21638,0.250248,0.775653064,0.07,105.166,1.1955,0.00676178,0.184967637,22,0.00269685825,,10.4849,9.58562,9.48182,0.107266,10.294,8.766,8.374,8.405
99869022,10.4221,5618.0,122.073,4.06119,0.0776716,1.53552,0.0772462,0.99,0.127451,0.273442,0.0602203,2.11609578,,248.427,1.7795,0.0114501,0.000466944737,48,0.00106707,,11.2643,10.3781,3.9966,0.0286187,11.093,9.83,9.542,9.466
95010343,9.16636,6474.0,128.663,4.32468,0.086928,1.30863,0.0564422,1.319,0.211935,0.588562,0.134582,2.71031833,,149.969,0.9485,0.016924,0.002135903,115,0.0,,9.76438,9.13084,6.63947,0.0418449,9.658,8.713,8.538,8.48
460984940,8.7537,5464.0,129.939,4.51542,0.0836963,0.896313,0.0499648,0.96,0.122658,1.33319,0.314803,0.6451445,,64.5997,0.1102,0.0,0.103365496,2761,0.000691937457,,9.63482,8.71087,15.451,0.0262143,9.412,8.071,7.728,7.64
101395259,10.1913,6518.0,125.141,4.21964,0.087277,1.48855,0.0707236,1.34,0.212773,0.406267,0.0953435,3.603137,,275.377,7.6635,0.0206484,0.005129894,92,0.00108411908,,10.7726,10.147,3.60646,0.100192,10.706,9.765,9.538,9.501
102734241,12.6396,3272.0,157.0,4.99712,0.0152628,0.242121,0.00723231,0.212382,0.0200954,14.9631,0.078524,0.00605358742,,32.0266,0.04475,0.0,0.784643233,3458,0.00391804473,,15.5355,12.7213,31.1952,0.0432925,14.6,10.997,10.425,10.175
197650870,10.3209,8332.0,129.876,3.54363,0.0864766,4.01932,0.243694,2.06,0.307398,0.0317256,0.00777281,70.14502,,1026.12,56.009,0.0952946,0.433511972,1147,2.66322077e-05,,10.5768,10.276,0.948394,0.0517987,10.451,10.024,10.023,9.971
432549364,10.2242,6596.04,156.59,4.2467,0.0916891,1.46216,0.0728015,1.376,0.226968,0.440187,0.109415,3.64599037,0.131,268.43,3.023,0.0712807,0.009949904,115,0.00110871927,,10.8726,10.175,3.69704,0.0416382,10.632,9.682,9.534,9.437
272828463,9.42218,7856.0,606.108,3.78248,0.104584,2.91035,0.137709,1.872,0.398265,0.07594,0.0215861,29.0663662,,431.14,4.9715,0.162274,0.029506959,572,7.9080186e-05,,9.8485,9.36695,2.29091,0.0265403,9.663,8.98,8.971,8.911
160074939,8.7435,6553.0,126.979,4.24471,0.0909925,1.45696,0.065691,1.36,0.22926,0.43974,0.103698,3.52655649,,140.941,0.852,0.0100222,0.011462409,38,0.002385218,,9.30496,8.70322,7.06661,0.0425799,9.17,8.297,8.131,8.082
441422655,14.5499,4650.0,122.0,4.47034,,0.828853,,0.74,,1.29957,,0.289375275,,592.891,15.5925,0.0447718,,,,,15.8318,14.4917,1.65937,0.0439847,15.506,13.622,13.105,12.951
293457754,12.3553,5887.0,126.911,4.44001,0.0788172,1.0321,0.0495527,1.07,0.139048,0.973249,0.204057,1.15268552,,437.495,7.8265,0.0218425,0.003927753,35,0.0003470526,,13.1165,12.3018,2.25727,0.0405782,12.924,11.785,11.522,11.443
377420580,10.1871,,,,,,,,,,,,,89.156,,,,,,,11.2475,10.1251,,,10.84,9.39,8.908,8.755
287145649,12.7533,6055.0,134.429,4.46189,0.0814297,1.03425,0.0470352,1.13,0.14973,1.0214,0.228491,1.295404,,527.789,7.0945,0.0696733,0.00158143917,70,0.000382059719,,13.5207,12.6943,1.86604,0.0252748,13.361,12.095,11.86,11.78
361998994,13.6447,6320.0,122.0,4.25934,,1.37347,,1.25,,0.482447,,2.71146226,,1049.88,18.82,0.150298,,,,,14.4346,13.5815,0.923933,0.0169375,14.228,12.916,12.65,12.599
366622912,13.7988,4952.0,122.0,4.60227,,0.74956,,0.82,,1.94713,,0.304389417,,442.813,6.8055,0.0265706,,,,,14.9096,13.7452,2.22979,0.0344416,14.492,12.974,12.494,12.391
66783360,10.2107,6483.0,147.889,4.28027,0.084903,1.37937,0.0615075,1.323,0.210341,0.504101,0.118122,3.0280292,,252.396,3.0125,0.0329367,0.07766353,558,0.0001438294,,10.8148,10.1629,3.93399,0.046929,10.591,9.722,9.544,9.48
188989177,9.1414,8242.0,134.538,3.61459,0.0741277,3.66787,0.134533,2.02,0.299772,0.0409365,0.00788066,55.9309845,,547.126,12.5735,0.07627,0.0699834451,63,0.000522825751,,9.39678,9.10491,1.7995,0.0416733,9.324,8.841,8.91,8.835
196286587,10.1985,6433.0,121.174,3.96354,0.0853521,1.96896,0.0864272,1.3,0.202781,0.170307,0.0385015,5.981672,,358.441,3.8825,0.0193265,0.29828012,584,7.33593261e-05,,10.7996,10.1509,2.76138,0.0299884,10.488,9.674,9.489,9.404
291685334,12.489,6161.0,134.74,4.1171,0.0921985,1.56523,0.0914572,1.17,0.166819,0.305107,0.0791992,3.18020844,,705.981,25.1855,0.102086,0.115299322,97,0.000224596137,,13.2673,12.4303,1.38842,0.0501244,13.134,11.859,11.599,11.561
279177746,10.1503,9706.0,667.886,4.2883,0.118576,1.87115,0.142862,2.48,0.387116,0.378552,0.118284,27.9945316,,464.209,8.1325,0.207285,0.7035649,1556,9.34769e-05,,10.3672,10.0893,2.12622,0.0374409,10.246,9.88,9.807,9.786
176685457,12.2682,6245.0,124.098,4.23958,0.0877022,1.38241,0.0696281,1.21,0.173616,0.458009,0.110965,2.618779,,609.128,15.5615,0.0427957,0.0192330349,110,0.000297776074,,12.9503,12.2157,1.61358,0.0416065,12.868,11.712,11.488,11.452
201175570,10.264,4696.0,122.0,,,4.21059,,,,,,,,439.52,5.7325,0.0161176,,,,,11.4933,10.2164,2.24667,0.0294474,11.251,9.344,8.861,8.691
130191319,12.1038,6056.0,134.532,4.37574,0.0817251,1.14109,0.0577161,1.128,0.150768,0.759193,0.171666,1.57788742,,446.453,7.7885,0.0346365,0.3502933,1023,4.851474e-05,,12.8281,12.0479,2.21195,0.0387674,12.622,11.489,11.243,11.169
355732304,12.3367,6657.0,134.923,4.08378,0.0913422,1.77913,0.0907362,1.4,0.235451,0.248603,0.0609538,5.60045576,,730.258,19.9975,0.256315,0.9936508,3175,1.898386e-05,,13.166,12.271,1.34196,0.0371794,12.954,11.625,11.389,11.317
458857720,9.8678,,,,,,,,,,,,,395.582,6.484,0.268485,,,,,9.9293,9.79257,2.50009,0.0411079,9.844,9.687,9.669,9.65
271722899,11.191,4366.0,122.0,,,31.5208,,,,,,,,3540.18,305.4,0.212256,,,,,12.9131,11.1616,0.246463,0.0244153,12.562,9.846,9.068,8.847
110936761,10.4519,5651.0,144.274,4.26962,0.0768537,1.21584,0.0615075,1.003,0.126015,0.558051,0.124322,1.35814822,,198.263,2.309,0.0287719,0.123155713,915,0.00110342249,,11.3092,10.4113,5.01606,0.0582915,11.052,9.802,9.456,9.422
366443426,8.4642,6352.33,149.652,4.30502,0.0955413,1.30883,0.0701232,1.261,0.194835,0.562428,0.145183,2.513,0.021,106.289,0.672,0.00699252,0.01134341,71,0.0028681003,,9.07752,8.42255,9.37994,0.0590378,8.93,7.982,7.786,7.722
63452790,13.814,5616.02,121.761,4.4174,,1.01895,,0.99,,0.935784,,0.9304983,0.0914204,758.753,12.76,0.040179,,,,,14.6479,13.7567,1.28941,0.0219914,14.462,13.142,12.847,12.779
122262940,10.2688,6733.0,133.88,3.88316,0.0929319,2.27319,0.100656,1.44,0.249468,0.122589,0.0291868,9.567577,,431.861,8.0455,0.0828989,0.0448999368,929,9.104127e-05,,10.8651,10.2183,2.28796,0.0427905,10.731,9.783,9.567,9.514
13499636,10.5954,5518.0,130.133,4.59176,0.0831556,0.824734,0.044294,0.969,0.129091,1.72736,0.40077,0.5681319,,138.591,0.823,0.0209367,0.08404606,332,0.0021211165,,11.4801,10.5475,7.18694,0.0425277,11.234,9.921,9.553,9.484
461271719,8.7823,7476.0,141.868,3.83374,0.0837665,2.62983,0.104221,1.72,0.288235,0.0945678,0.0208034,19.4638519,,305.237,5.3895,0.0407265,0.004718678,213,0.0009608439,,9.15018,8.74516,3.24885,0.0573894,9.009,8.493,8.38,8.367
81231810,12.9,5878.0,175.038,4.03245,0.0844251,1.64233,0.0836181,1.06,0.136168,0.239289,0.0564649,2.900915,,821.496,14.139,0.108717,0.334158778,709,1.714279e-05,,13.7769,12.8457,1.18882,0.0207857,13.493,12.226,11.885,11.826
158297421,13.6699,4434.0,122.0,4.58883,,0.6983,,0.69,,2.02639,,0.169809461,,300.67,3.806,0.0379611,,,,,15.0858,13.6114,3.29787,0.0417783,14.602,12.653,12.026,11.926
387690507,13.5287,3566.0,157.0,4.69846,0.00967608,0.544769,0.0163464,0.540526,0.0203953,3.34333,0.175031,0.04323593,,148.762,1.101,0.0134555,0.245958164,404,0.000420432363,,15.8414,13.5677,6.69383,0.0493847,15.403,12.112,11.468,11.238
326453034,10.2733,5276.0,122.0,,,2.74518,,,,,,,,365.053,7.9035,0.0217115,,,,,11.2468,10.2247,2.71206,0.0588319,11.119,9.51,9.08,9.004
460396820,11.0062,6090.0,106.676,4.23223,0.0765057,1.35323,0.0591156,1.14,0.14548,0.460038,0.0938027,2.26936531,0.04,322.114,4.438,0.0294901,0.0205325037,59,0.0006236389,,11.6897,10.9522,3.07644,0.0424382,11.219,10.457,10.219,10.148
459837008,12.2591,3022.0,157.0,4.99625,0.013126,0.242745,0.00799628,0.21305,0.0204176,14.8947,0.0443362,0.00442764862,,,,,0.00311733922,86,0.00615658564,,15.7392,12.3833,,,15.56,10.353,9.765,9.459
61098812,9.87229,6097.47,137.577,3.99566,0.0856944,1.78076,0.0949749,1.145,0.152424,0.202764,0.0487856,3.94914317,-0.118922,251.303,4.4025,0.0258709,0.00148094783,36,0.0008496325,,10.5344,9.82873,3.95218,0.0691653,10.413,9.365,9.135,9.035
102713734,10.8064,6590.0,230.493,4.05129,0.0960843,1.82904,0.0838821,1.373,0.242019,0.224389,0.0550493,5.684362,,379.253,4.518,0.21686,0.0814436749,215,0.0005912601,,11.6176,10.7555,2.60834,0.0311727,11.419,10.253,9.931,9.877
46772529,12.8397,4678.0,117.497,4.49799,0.0923954,0.806132,0.055,0.746,0.088668,1.42404,0.391708,0.280380249,,271.71,1.758,0.0219634,0.00511877,54,0.000461855234,,14.0794,12.7851,3.65161,0.0236378,13.697,11.916,11.418,11.301
36352297,13.0501,6355.07,38.1212,4.31708,,1.29027,,1.26,,0.58658,,2.446461,0.0656466,787.909,23.491,0.105502,,,,,13.7697,12.9932,1.24176,0.0375126,13.623,12.462,12.218,12.149
286696848,12.8814,3916.0,157.0,4.59433,0.0120834,0.668835,0.0198866,0.641063,0.0202899,2.14261,0.123509,0.0947771,,166.818,0.751,0.0634988,1.09516013,464,0.0005365364,,14.7344,12.8875,5.96579,0.0267837,13.095,11.684,10.987,10.808
440887364,8.6486,4250.0,119.671,4.57862,0.102003,0.691028,0.0607689,0.66,0.077312,2.00013,0.614234,0.1403593,,27.5024,0.02935,0.0,0.00257049361,140,0.006861278,,10.1504,8.59859,36.3316,0.0385291,9.92,7.58,6.983,6.804
277987172,12.4276,6243.0,169.838,4.1193,0.0871499,1.58773,0.0839447,1.21,0.1777,0.302312,0.0722824,3.45001817,,726.81,16.0295,0.079393,0.351405174,1396,2.30106361e-05,,13.1535,12.3706,1.34786,0.030098,12.942,11.832,11.559,11.531
207468071,9.29416,6351.0,118.927,4.11982,0.0807118,1.61988,0.0676734,1.261,0.183655,0.296665,0.0638191,3.84617734,,191.649,0.9245,0.013184,0.03179666,55,0.00319080451,,9.91699,9.25242,5.18907,0.0249809,9.765,8.799,8.586,8.531
398943781,10.7875,5546.0,108.274,4.53848,0.0749977,0.880069,0.0416458,0.976,0.123773,1.43186,0.306193,0.6601581,0.06,163.371,1.0595,0.0244651,0.00294455141,106,0.00145754113,,11.6951,10.7445,6.09247,0.0393944,11.632,10.096,9.752,9.677
12862099,12.3993,5480.0,129.584,4.45226,0.0818556,0.963912,0.0542714,0.96,0.119596,1.07191,0.250037,0.754904032,,364.512,5.573,0.0281508,0.0103127519,31,0.000395960029,,13.3026,12.3474,2.71508,0.0416225,13.096,11.702,11.408,11.341
349373192,9.7839,7667.39,113.162,3.9003,0.0777444,2.49185,0.0880401,1.8,0.282418,0.116335,0.0229821,19.3342552,-0.458135,402.762,5.5185,0.121903,0.0319123119,179,0.00240873452,,9.89425,9.73754,2.45453,0.0337567,9.834,9.615,9.583,9.542
273690178,12.9879,5359.0,103.565,4.44804,0.0848152,0.951815,0.0605025,0.927,0.121812,1.07503,0.247277,0.673186,0.2,433.047,3.181,0.0757215,0.08031012,789,5.33940656e-05,,14.0028,12.9377,2.28043,0.0168358,13.771,12.189,11.873,11.756
353586703,12.1953,6405.0,122.86,4.40885,0.0916999,1.17464,0.0553567,1.29,0.208437,0.795932,0.194147,2.09208965,,502.17,10.247,0.081543,0.203218639,206,0.000330668234,,12.8706,12.1325,1.96342,0.0403107,12.69,11.618,11.358,11.313
186599508,9.76636,5719.0,130.029,4.16172,0.0790839,1.38826,0.0715829,1.02,0.129636,0.381228,0.0844147,1.85745549,,170.592,1.987,0.0165819,0.0589225367,141,0.00140914565,,10.5806,9.72073,5.83426,0.0677521,10.337,9.162,8.847,8.76
403308915,10.1731,8398.0,145.449,4.26746,0.0711448,1.75481,0.0585553,2.079,0.305957,0.38474,0.0693736,13.7992773,,385.274,6.367,0.192056,0.018780522,511,9.917026e-05,,10.531,10.1145,2.56764,0.0425588,10.297,9.803,9.743,9.678
365733349,9.93119,6180.0,362.01,4.57956,0.106778,0.923371,0.048206,1.181,0.199742,1.5001,0.406077,1.12047327,,114.865,0.3215,0.223296,0.0286656488,282,0.004895804,,10.8716,9.88142,8.67701,0.024177,10.445,9.193,8.842,8.779
446549905,9.6789,6610.0,128.39,4.14593,0.0826669,1.6444,0.0680201,1.38,0.210113,0.310355,0.0669352,4.65065432,,243.838,2.659,0.0278045,0.216635,278,0.00124178012,,10.2468,9.63804,4.07296,0.0443797,10.136,9.248,9.099,9.036
398912927,10.8154,5856.2,112.268,4.07429,0.075055,1.56509,0.0745728,1.06,0.127955,0.276495,0.0578629,2.59559584,-0.094,318.244,6.5065,0.0373866,0.0041601276,34,0.000535667059,,11.6029,10.7649,3.11471,0.0637358,11.25,10.194,9.903,9.806
308919449,9.8146,5878.0,129.136,4.45,0.0773588,1.01552,0.0472764,1.06,0.13382,1.01215,0.211951,1.109145,,130.335,0.3975,0.0448403,0.00717838062,227,0.00729467534,,10.6168,9.76933,7.64365,0.023235,10.557,9.236,8.818,8.777
253132689,10.3345,5687.0,128.084,3.99738,0.0778395,1.66918,0.0865728,1.01,0.12931,0.217174,0.0474283,2.625646,,247.145,4.5195,0.085563,0.07732237,2262,9.34755e-05,,11.2406,10.28,4.01963,0.0734009,10.868,9.606,9.296,9.214
336128819,11.7371,3384.0,157.0,4.87998,0.000834811,0.34388,0.0103308,0.327134,0.0202642,8.04461,0.226186,0.0139710791,,33.3631,0.06425,0.0,0.149759918,281,0.00468807435,,14.3921,11.8019,29.9445,0.0572815,14.32,10.184,9.604,9.343
29960110,10.9473,3506.0,157.0,4.75286,0.0078688,0.482388,0.0146884,0.480382,0.0205473,4.27954,0.20807,0.0316763669,,37.8871,0.0516,0.0,0.72401017,30,0.00303583313,,13.3647,10.9954,26.3653,0.035657,12.26,9.528,8.876,8.646
95057860,13.5011,3790.0,157.0,4.63929,0.0113273,0.61416,0.018458,0.599491,0.0204013,2.58784,0.145484,0.07011559,,189.011,0.9885,0.107028,0.011716201,168,0.000473505235,,15.4953,13.5171,5.26193,0.0274615,15.163,12.258,11.564,11.368
172518755,9.1824,5971.41,110.388,3.77254,0.074122,2.25663,0.0968015,1.1,0.144717,0.0957218,0.0192895,5.83342552,0.316,229.067,2.364,0.0111715,0.003566829,38,0.000911388954,,9.90485,9.14108,4.33716,0.0447081,9.721,8.672,8.41,8.345
270380593,10.7307,4936.0,122.617,4.49093,0.0869296,0.84738,0.0548341,0.811,0.10253,1.33287,0.340187,0.384018,,122.066,0.6445,0.017502,0.00162014342,25,0.00142399408,,11.846,10.6866,8.16366,0.0429522,11.559,9.906,9.473,9.339
105801221,9.6913,6888.0,131.809,4.25068,0.0855453,1.51964,0.0631407,1.5,0.256664,0.427433,0.0960514,4.683274,,241.582,1.9025,0.0264011,0.146450266,223,0.00152812956,,10.1812,9.64992,4.1108,0.0323504,10.053,9.336,9.167,9.111
300812741,10.0534,4465.0,125.095,4.59602,0.0996949,0.697547,0.0569246,0.7,0.0826541,2.06242,0.599649,0.174232,,59.861,0.07945,0.0,0.006417427,184,0.0140533242,,11.4025,10.0005,16.6764,0.0220115,10.912,9.093,8.521,8.369
141412823,10.4078,5935.7,118.855,3.96832,0.0793384,1.78478,0.0837789,1.08,0.144515,0.189963,0.041903,3.56248236,-0.134461,300.427,2.0575,0.0536717,0.022399269,436,0.00275291922,,11.1568,10.3598,3.29983,0.022627,10.966,9.85,9.578,9.489
367333043,13.2875,6131.0,122.0,4.46396,,1.0454,,1.16,,1.01533,,1.39119458,,617.366,5.6955,0.197153,,,,,14.2004,13.2297,1.59099,0.0148302,14.013,12.551,12.203,12.173
241065596,10.2936,7014.22,113.061,3.43038,0.0915653,3.95919,0.193307,1.54,0.274362,0.0248143,0.00601304,34.1841431,0.136,816.238,26.308,0.0872712,0.8517424,249,0.000205131742,,10.8727,10.2422,1.19704,0.0391658,10.638,9.811,9.629,9.565
66561343,10.9739,7723.0,270.703,4.43426,0.0812964,1.355,0.0438995,1.82,0.307281,0.731573,0.147761,5.884571,,340.543,4.827,0.335635,0.00295655453,107,0.0007380092,,11.6434,10.9067,2.9083,0.0413012,11.43,10.455,10.188,10.106
49617263,10.2589,5485.4,120.42,3.89509,0.0789639,1.83073,0.0955777,0.96,0.120004,0.156459,0.0349793,2.733854,-0.24,257.337,2.2535,0.0144585,0.0825338662,22,0.00090725394,,11.0457,10.1944,3.85736,0.033774,10.881,9.549,9.205,9.113
429304876,9.2231,5085.0,131.389,4.29716,0.0884885,1.08433,0.0691734,0.85,0.100848,0.666704,0.172065,0.7082436,0.27,83.1548,0.30135,0.0,0.000713517657,69,0.00290252571,,10.1817,9.17896,11.9971,0.0432551,9.969,8.521,8.201,8.1
272049972,10.1914,6728.0,,,,1.58456,,,,,,,,294.851,,,0.131030783,701,0.000125276463,,10.8674,10.1406,,,10.639,9.672,9.456,9.38
445805961,8.9134,5675.0,125.767,4.46268,0.0785564,0.976913,0.0475477,1.01,0.128534,1.08331,0.23274,0.891805,,81.2271,0.17695,0.0,0.009042111,89,0.005136744,,9.72255,8.8701,12.2823,0.0266165,9.545,8.319,8.003,7.959
73717937,11.7528,5838.0,135.469,4.21785,0.0791795,1.32039,0.06901,1.05,0.131523,0.456127,0.101254,1.82454062,,400.331,9.984,0.0671646,0.134607613,400,0.00045626497,,12.5919,11.7029,2.47137,0.0617753,12.402,11.082,10.837,10.698
237222864,9.1416,5126.0,124.385,4.49772,0.0845762,0.865815,0.0522739,0.86,0.104376,1.32502,0.314388,0.466293037,,65.9501,0.1013,0.0,0.00247925683,100,0.01655032,,10.1511,9.09708,15.1341,0.0231171,9.92,8.386,8.008,7.923
467006627,11.499,6120.0,137.173,4.11521,0.0874267,1.55517,0.0791005,1.15,0.159648,0.305747,0.0708952,3.05673313,,453.294,8.6465,0.0697588,0.05614122,217,0.000354841672,,12.2468,11.4399,2.17824,0.0417449,12.075,10.869,10.564,10.534
166527623,9.1871,5767.0,133.108,4.19845,0.0799624,1.33729,0.0659899,1.03,0.133363,0.430683,0.0938264,1.7821635,,127.28,1.096,0.0206537,0.0127658276,321,0.002186031,,9.98592,9.13589,7.8288,0.0671421,9.79,8.587,8.287,8.164
274662200,10.9313,3526.0,157.0,4.71105,0.00888535,0.53023,0.015565,0.527126,0.0201622,3.53608,0.176349,0.0391518734,,41.9934,0.04955,0.0,0.157462567,1986,0.004155103,,13.3139,10.9768,23.7843,0.0279052,13.152,9.488,8.835,8.577
179317684,10.8719,6671.0,130.578,4.14497,0.0899569,1.66402,0.0781055,1.41,0.244606,0.306018,0.071384,4.94052362,,411.719,8.01,0.0822529,0.0607177876,2960,0.002217581,,11.4862,10.823,2.40097,0.0468786,11.467,10.404,10.153,10.124
432422552,12.1134,5294.0,121.528,4.6061,0.0802331,0.786146,0.0447689,0.91,0.112033,1.87298,0.426624,0.4373576,,243.593,2.7145,0.030319,0.7597152,85,0.0006897924,,13.0824,12.0559,4.07695,0.0453974,12.865,11.37,10.95,10.896
396133015,11.3209,5938.0,145.28,4.06221,0.0791332,1.60489,0.077382,1.084,0.139892,0.262238,0.0570418,2.88499141,,420.999,6.2935,0.0409397,0.482768416,876,5.5259723e-05,,12.0902,11.2662,2.34713,0.0352321,11.573,10.638,10.381,10.318
430528566,10.1993,6515.0,142.019,4.30215,,1.35265,,1.338,,0.54063,,2.96977139,,248.79,2.1445,0.0299055,,,,,10.7774,10.1387,3.99097,0.0343851,9.787,8.849,8.767,8.895
254113311,10.1429,4236.0,122.305,4.5169,0.102307,0.741921,0.0675678,0.66,0.0756072,1.61611,0.502045,0.159674063,,58.2609,0.16955,0.0,0.0311784614,476,0.00280716247,,11.653,10.0917,17.1355,0.0495743,11.595,9.055,8.493,8.351
387079085,9.0039,6534.0,136.374,3.94807,0.0892669,2.04252,0.0895929,1.35,0.230491,0.158428,0.0360861,6.85085964,,209.919,1.7045,0.0678507,0.110496379,4831,0.000144729886,,9.64034,8.95731,4.73533,0.0383932,9.496,8.456,8.255,8.194
236775063,13.0109,5406.0,122.0,4.53495,,0.867212,,0.94,,1.44129,,0.5786945,,427.299,2.282,0.019325,,,,,13.9266,12.9563,2.31137,0.0124048,13.734,12.303,11.918,11.833
175310067,10.6257,7601.0,135.799,4.31302,0.0839865,1.53641,0.0479799,1.77,0.302711,0.488032,0.104617,7.098953,,368.646,3.784,0.193764,0.110428184,707,9.99974145e-05,,11.146,10.5686,2.68413,0.0276313,11.053,10.179,10.019,9.964
269701147,8.2929,5461.0,118.635,4.4878,0.0791069,0.920435,0.0463115,0.95,0.119246,1.21827,0.273506,0.6788437,,53.6089,0.0732,0.0,0.005035775,179,0.0182105564,,9.17324,8.24811,18.6247,0.0252827,8.97,7.597,7.215,7.18
175772482,12.2688,5878.0,132.908,4.4413,0.0814645,1.02573,0.0489799,1.06,0.1417,0.982203,0.215799,1.13157356,,398.276,5.7385,0.0693332,0.00394113827,52,0.000389586727,,13.0942,12.2146,2.48261,0.0358967,12.913,11.625,11.292,11.244
310003988,11.191,5939.34,133.076,3.99626,0.0808209,1.72829,0.0898944,1.08,0.13826,0.209206,0.0472674,3.34873486,0.279287,435.156,4.3895,0.0195136,0.0259100962,33,0.0006158459,,11.928,11.1422,2.26927,0.0230049,11.761,10.636,10.33,10.311
159054620,15.0277,5368.0,122.0,4.30215,,1.12772,,0.93,,0.64846,,0.9513589,,1351.17,54.325,0.0475408,,,,,15.9936,14.9727,0.711619,0.0295157,15.594,14.277,13.918,13.905
63898957,9.03971,5890.3,105.298,4.25251,0.0689598,1.28018,0.0545025,1.069,0.134583,0.509529,0.0964641,1.77739263,-0.35,114.495,0.5545,0.0297117,1.16193667e-06,26,0.002532445,,9.72332,8.99485,8.70535,0.0419971,9.56,8.507,8.272,8.182
112037203,13.2041,4486.0,122.0,4.49854,,0.780396,,0.7,,1.47283,,0.222208932,,277.718,2.53,0.0413175,,,,,14.5898,13.149,3.57228,0.032555,14.27,12.175,11.636,11.487
