tic_id,Tmag,Teff,e_Teff,logg,e_logg,rad,e_rad,mass,e_mass,rho,e_rho,lum,MH,d,e_d,ebv,contratio,numcont,priority,disposition,gaiabp,gaiarp,plx,e_plx,Vmag,Jmag,Hmag,Kmag
325172035,8.2376,,,,,,,,,,,,,3847.17,621.77,1.42259,,,,,9.67268,9.44404,0.229351,0.0393917,9.687,9.28,9.226,9.181
427348923,11.6888,4421.46,115.873,4.36915,0.101486,0.900553,0.0792713,0.692,0.0808524,0.947497,0.285198,0.2792392,0.034,149.953,0.952,0.0420828,0.09196117,128,0.0007317704,,12.9854,11.6368,6.64021,0.0420267,12.635,10.766,10.291,10.097
308307606,13.2361,5419.0,88.0,4.58442,,0.819196,,0.94,,1.70987,,0.5213713,,416.217,2.6445,0.10554,,,,,14.2785,13.1815,2.37373,0.0151499,14.03,12.421,12.01,11.897
17129975,12.367,6616.0,162.337,4.2907,0.0922661,1.39196,0.0613819,1.38,0.238599,0.511685,0.122333,3.3444736,,658.741,13.1045,0.110936,0.2467414,582,3.7371603e-05,,13.011,12.2951,1.48973,0.0299613,12.782,11.773,11.56,11.514
157528286,13.0556,6044.0,122.0,4.29495,,1.24786,,1.12,,0.576388,,1.87209415,,706.679,7.333,0.103606,,,,,13.8695,12.9954,1.38625,0.0145729,13.665,12.37,12.03,12.01
19028197,10.2479,3552.0,157.0,4.73767,0.00819406,0.499698,0.0149283,0.497757,0.0203467,3.98928,0.194657,0.03580979,,29.4214,0.05075,0.0,0.000509163248,114,0.0,,12.5863,10.2906,33.9601,0.0581536,12.332,8.794,8.206,7.989
198356533,8.69378,6093.0,124.709,4.32207,0.0785303,1.2224,0.0548341,1.144,0.152159,0.626305,0.132662,1.855436,,103.297,0.183,0.00586632,0.00270146085,82,0.0119748022,,9.38596,8.65454,9.65191,0.016991,9.173,8.177,7.864,7.817
233735068,10.0194,5273.0,122.0,,,3.06688,,,,,,,,364.477,3.2885,0.0159731,,,,,10.9869,9.97131,2.71496,0.0245664,10.689,9.279,8.862,8.775
360630575,8.7215,5876.0,124.046,4.47808,0.0772154,0.983215,0.0449925,1.06,0.13727,1.11522,0.24334,1.03829074,,79.5561,0.14855,0.0,0.0253508966,783,0.006010678,,9.47033,8.68088,12.5408,0.023295,9.29,8.144,7.89,7.82
18318288,12.4106,3300.0,157.0,4.97775,0.0124862,0.256456,0.00765628,0.227881,0.0201097,13.5104,0.0346886,0.00702710124,,31.4566,0.0405,0.0,0.06769309,148,0.004601486,,15.2454,12.488,31.7609,0.0406214,14.981,10.816,10.248,9.989
408636441,9.92838,3960.0,157.0,4.62853,0.0112399,0.627046,0.0185078,0.609617,0.0202124,2.47263,0.137171,0.08711125,,40.0654,0.0423,0.0,0.0795498341,697,0.00718747359,,11.739,9.93305,24.9302,0.0261687,11.93,8.771,8.114,7.93
245509452,11.8433,6088.0,151.322,4.23722,0.0827683,1.34548,0.0669749,1.14,0.149953,0.468032,0.106148,2.24050713,,396.378,5.9425,0.216514,0.4875732,518,3.9622475e-05,,12.7973,11.7885,2.49471,0.0375295,12.241,11.129,10.819,10.732
29781292,8.9387,6315.0,134.21,4.23189,0.0906404,1.41189,0.0640704,1.24,0.199013,0.440579,0.106148,2.8561883,,139.611,0.428,0.0204518,0.004423542,145,0.00867068,,9.58671,8.90205,7.13389,0.0217844,9.42,8.476,8.256,8.175
5882269,12.0394,4072.0,123.687,4.61883,0.109382,0.648172,0.0606232,0.637,0.0816038,2.3392,0.774463,0.104065493,,107.272,0.4995,0.0233952,0.0343897119,221,0.0,,13.6945,11.9859,9.29346,0.0430569,13.265,10.868,10.206,10.058
159244568,11.0372,5244.0,118.782,4.58339,0.0801772,0.800741,0.0434623,0.896,0.111443,1.74515,0.393048,0.4368469,,151.103,0.556,0.0111977,0.158254653,74,0.002788379,,12.0073,10.9866,6.58915,0.0241859,12.026,10.289,9.863,9.809
400395395,12.4564,6947.0,134.308,4.19108,0.0903137,1.63839,0.0682236,1.52,0.269458,0.345616,0.080711,5.632706,,668.659,9.7025,0.388224,0.591004431,1005,2.97429e-05,,13.3849,12.3951,1.46702,0.0215322,13.149,11.661,11.271,11.199
344416349,11.86,6167.0,127.254,3.82219,0.0879489,2.20738,0.12182,1.18,0.158513,0.109711,0.0264773,6.34959364,,747.966,23.5225,0.0998366,0.283974439,733,0.000179703944,,12.6359,11.8036,1.30968,0.04168,12.43,11.235,10.951,10.891
260298958,15.0804,3653.0,157.0,4.60969,0.0131045,0.649887,0.0207052,0.627042,0.0210398,2.28446,0.141966,0.06775933,,409.034,5.74,0.0336985,0.0392235033,113,0.000438073,,17.2564,15.1087,2.41637,0.0340438,16.544,13.734,13.041,12.854
232540264,8.4724,5711.85,106.3,4.38315,0.0689493,1.07587,0.0465377,1.02,0.122847,0.819064,0.156164,1.11000133,-0.19,73.8713,0.14365,0.0,0.00463917339,51,0.009435312,,9.27001,8.42917,13.5082,0.0261256,9.08,7.871,7.546,7.502
203189770,10.4219,8324.0,258.858,4.28378,0.0752816,1.71135,0.0575729,2.053,0.307864,0.409612,0.079114,12.6677752,,470.878,6.3855,0.0642312,0.109221607,817,8.91960954e-05,,10.6422,10.3807,2.0953,0.028577,10.484,10.149,10.121,10.09
6892385,11.2089,5411.15,138.956,4.48843,0.0856328,0.915405,0.0548844,0.941,0.119116,1.22673,0.2986,0.6472615,0.32768,197.989,1.5425,0.0157699,0.00340248342,76,0.000139797863,,12.1284,11.1593,5.02224,0.0390478,11.752,10.541,10.173,10.091
199162630,11.8563,7776.0,122.676,4.20221,0.0769918,1.77966,0.0618493,1.84,0.282351,0.326444,0.0652455,10.4326038,,873.578,19.013,0.0676005,0.5222179,644,3.08448653e-05,,12.1761,11.8019,1.11629,0.0247165,12.2,11.496,11.416,11.365
54390047,9.6952,8322.0,130.73,4.00774,0.073823,2.34986,0.0915779,2.05,0.307938,0.157989,0.0299639,23.86108,,482.278,11.1405,0.0200581,0.0300730076,494,7.449537e-05,,9.8663,9.66237,2.04607,0.0475056,9.828,9.506,9.474,9.418
367102581,9.39575,9024.0,335.206,4.24368,0.06545,1.88829,0.0627538,2.279,0.330123,0.338486,0.056065,21.3023148,,303.976,9.687,0.222548,0.07729764,99,0.00221626414,,9.70944,9.33933,3.2657,0.103906,9.638,9.126,9.048,9.019
424699834,12.8257,5911.0,128.999,4.11424,0.0785599,1.50878,0.0740277,1.08,0.130424,0.314446,0.0670953,2.50374675,,790.407,9.6785,0.0341993,0.139050975,238,0.000577135535,,13.5927,12.7692,1.23635,0.0153741,13.319,12.223,11.961,11.873
443042089,12.7683,7433.0,140.048,4.13738,0.0819792,1.84318,0.0675905,1.7,0.282811,0.271485,0.0573431,9.342999,,921.264,16.8725,0.428638,0.258049279,1614,2.09965947e-05,,13.62,12.6968,1.05698,0.0197223,13.386,12.037,11.744,11.672
349488688,8.40302,6329.0,134.955,4.24509,0.0925756,1.39619,0.0640704,1.25,0.195795,0.45928,0.112683,2.817885,,107.898,0.317,0.023846,0.006342611,121,0.0032609303,,9.0435,8.35851,9.23914,0.0270521,8.855,7.896,7.655,7.629
21832928,6.6813,5991.11,101.692,4.37711,0.0725906,1.12506,0.042211,1.1,0.134605,0.77245,0.149117,1.4691695,-0.11,36.578,0.03435,0.0,0.0599104837,109,0.0077834297,,7.37698,6.64647,27.3099,0.0254647,7.22142,6.117,5.872,5.821
331484419,7.74689,5608.0,214.0,,,3.81488,,,,,,,,169.494,1.3355,0.0240738,,,,,8.41765,7.70577,5.87157,0.0461457,7.85,7.22,6.993,6.974
234112540,13.4831,6240.0,70.0,4.31121,,1.27299,,1.21,,0.586563,,2.21350312,0.04,882.472,25.62,0.138344,,,,,14.2241,13.4227,1.1054,0.0326196,14.043,12.871,12.609,12.546
168699373,12.4474,5115.16,138.182,4.34437,0.0932394,1.033,0.0697085,0.86,0.109367,0.780189,0.213336,0.658159,0.367285,347.85,2.2125,0.0182967,0.006883618,36,0.000571158831,,13.4125,12.3972,2.84594,0.0181465,13.225,11.729,11.36,11.275
464067218,11.2012,,,,,,,,,,,,,,,,,,,,16.3239,11.1556,,,16.565,7.205,5.505,4.68
122596693,14.6147,5003.05,263.03,4.56877,,0.783768,,0.83,,1.72391,,0.34674418,0.318,686.284,15.431,0.0376116,,,,,15.7517,14.5621,1.42912,0.0324974,15.362,13.767,13.295,13.234
265077027,10.6596,5924.0,129.882,4.2812,0.0779935,1.24494,0.0597739,1.08,0.135194,0.559734,0.12109,1.7196871,,246.177,3.1815,0.013892,0.276690722,98,0.0008377954,,11.4094,10.6165,4.0341,0.0520925,11.459,10.101,9.849,9.771
139528693,11.8282,6291.0,130.117,3.89914,0.0865641,2.0626,0.102535,1.23,0.179638,0.140171,0.0327905,6.00350952,-0.07,754.258,16.7375,0.0321005,0.0195379555,43,0.000238853157,,12.451,11.7683,1.29679,0.0292027,11.965,11.286,11.084,11.008
95660472,11.9824,5999.0,132.085,4.09793,0.079339,1.55859,0.0800503,1.11,0.141519,0.293174,0.0648563,2.834489,,558.141,12.759,0.0523777,0.004270119,51,0.0002318719,,12.7523,11.9318,1.76329,0.0406395,12.542,11.398,11.143,11.077
271893367,10.9031,5982.9,108.769,4.02891,0.0751965,1.67987,0.0741256,1.1,0.141051,0.23204,0.0482786,3.25757432,0.211186,336.267,1.916,0.117873,0.05282966,143,0.00216221274,,11.6858,10.8497,2.94497,0.0168174,11.39,10.324,10.045,9.94
431148743,8.7061,,,,,,,,,,,,,1610.79,205.365,0.168472,,,,,12.5915,8.77157,0.596639,0.0742738,12.548,6.341,5.321,4.992
189625051,12.487,6606.0,128.386,3.93691,0.0938726,2.09179,0.122548,1.38,0.23029,0.150774,0.039224,7.507292,,1080.15,40.745,0.0747382,0.00729143946,201,0.000158459632,,13.0978,12.4265,0.897203,0.0346491,13.045,11.968,11.78,11.705
258777137,9.9478,5599.0,,,,1.06469,,,,,,,,112.868,,,1.26693869,112,0.00599827431,,10.4316,9.44972,,,10.348,8.74,8.388,8.336
356868487,11.7167,6327.0,,,,1.39013,,,,,,,,526.166,,,1.07336152,95,0.0014159549,,12.3275,11.6615,,,12.252,11.205,11.002,10.936
41173048,9.2225,4590.0,49.0,,,8.30059,,,,,,,-0.32,485.257,6.2485,0.0589671,,,,,10.5368,9.1828,2.03215,0.0263321,10.238,8.236,7.644,7.481
308034948,8.6014,5202.0,122.0,,,40.9369,,,,,,,,1698.55,92.265,0.408924,,,,,10.1486,8.58994,0.560923,0.0311681,9.875,7.453,6.915,6.692
74197917,13.7682,,,,,,,,,,,,,,,,,,,,16.1269,13.6894,,,15.857,11.784,11.0,10.715
396562848,11.0548,3414.0,157.0,4.97292,0.0116277,0.260187,0.00784341,0.231967,0.0201494,13.1695,0.0444128,0.008285523,,18.2276,0.011,0.0,0.00776163628,184,0.0109171607,,13.6488,11.1156,54.8329,0.0328048,13.304,9.615,9.028,8.767
235678745,11.0788,3746.0,157.0,4.76979,0.00647892,0.463205,0.0135918,0.460544,0.0201518,4.63395,0.205279,0.038063813,,41.9176,0.05,0.0,0.00108035945,82,0.0134269185,,13.1291,11.1002,23.8274,0.0282397,13.19,9.797,9.186,8.988
50943163,11.2351,8290.0,167.708,3.94742,0.0775134,2.51268,0.109422,2.04,0.312025,0.128594,0.0266097,26.864994,,812.606,23.9735,0.283701,0.143961325,600,2.62025151e-05,,11.7158,11.1609,1.20303,0.0359942,11.43,10.7,10.6,10.53
179033846,11.7919,6532.0,131.95,4.29468,0.0880841,1.37045,0.061902,1.35,0.219139,0.524499,0.122489,3.08038926,,523.999,7.575,0.0358315,0.04370398,54,0.0004936438,,12.3746,11.7331,1.87964,0.0273804,12.252,11.325,11.062,11.004
271424111,14.3999,6007.22,147.004,4.18781,,1.40537,,1.11,,0.399904,,2.3172195,0.152484,1523.0,64.625,0.0548597,,,,,15.1371,14.3424,0.628408,0.027621,14.843,13.819,13.502,13.469
320411045,12.3239,5920.0,140.235,4.50763,0.0808558,0.959247,0.0477588,1.08,0.133998,1.22358,0.272218,1.01822138,,386.879,4.109,0.0693124,0.346636,590,6.479202e-05,,13.1321,12.2655,2.55628,0.027244,12.886,11.75,11.378,11.315
271898990,14.0739,5122.0,122.0,3.95664,,1.61423,,0.86,,0.204458,,1.61578035,,1139.55,92.405,0.0454371,,,,,15.1284,14.0135,0.853805,0.069081,14.909,13.261,12.806,12.724
90919952,10.5084,,,,,,,,,,,,,,,,,,,,11.685,10.458,,,11.387,9.597,9.055,8.944
319282294,13.5964,9024.0,123.0,4.19422,,1.99935,,2.28,,0.285277,,23.88195,,2348.86,165.835,0.16654,,,,,13.8091,13.5124,0.396352,0.0293829,13.756,13.218,13.159,13.094
231663901,12.4069,5824.0,135.304,4.55972,0.0757679,0.890774,0.0438467,1.05,0.129454,1.48555,0.316251,0.8224618,,375.31,4.411,0.0333598,0.0844493359,90,0.0005656118,,13.1995,12.3505,2.63604,0.0310759,13.043,11.753,11.465,11.401
243244680,9.66896,6128.0,124.054,4.2324,0.0788841,1.3636,0.0621558,1.158,0.154946,0.456719,0.0983646,2.36234283,,181.69,1.286,0.00915523,0.000122691519,41,0.0,,10.3523,9.62719,5.47529,0.0386732,10.154,9.144,8.908,8.837
361711730,10.9097,5845.94,122.798,4.50049,0.0766004,0.958173,0.0473115,1.06,0.130457,1.20497,0.251381,0.9660502,-0.290904,204.429,1.0515,0.025326,0.153037518,946,0.00145991251,,11.669,10.8609,4.8629,0.0249715,11.566,10.316,10.042,9.979
170634116,9.6757,7002.0,159.927,4.28195,0.0906888,1.48532,0.0727839,1.54,0.26965,0.469962,0.111428,4.777732,0.19,246.69,1.807,0.0177635,0.000825568,44,0.00180863589,,10.1969,9.63387,4.02497,0.0294686,10.044,9.299,9.123,9.056
21535395,7.6586,5723.87,104.62,4.49543,0.0705593,0.945408,0.0387764,1.02,0.126763,1.2071,0.229721,0.8643558,,44.647,0.15285,0.0,0.000126368977,31,0.006784669,,8.4399,7.61719,22.3694,0.0761091,8.26,7.029,6.749,6.687
14336130,8.82897,5878.6,140.689,4.28196,0.0843745,1.23517,0.0676985,1.065,0.138125,0.565152,0.13404,1.64152217,0.09,104.158,0.81,0.00610063,0.006115131,103,0.00305490778,,9.56924,8.78591,9.57286,0.0740796,9.406,8.265,8.001,7.932
158623531,11.2794,,,,,,,,,,,,,169.272,,,,,,,12.3262,11.2238,,,12.049,10.456,10.041,9.935
403287048,11.3569,6343.0,135.697,4.34409,0.0860272,1.25076,0.0565176,1.26,0.191402,0.643941,0.149162,2.28151512,,376.849,4.5095,0.0271035,0.190392584,73,0.000715897942,,11.9811,11.296,2.62514,0.0315124,11.948,10.771,10.534,10.505
364107753,7.0514,6059.06,111.365,4.25751,0.0763773,1.30863,0.0539322,1.13,0.152036,0.504228,0.10512,2.07945681,-0.51,51.8209,0.0908,0.0,0.03090569,508,0.005429014,,7.74902,7.00456,19.2684,0.0335589,7.59,6.479,6.202,6.141
219379012,10.231,5651.08,135.404,4.32214,0.0818203,1.14278,0.0646733,1.0,0.123438,0.670049,0.153712,1.19991219,-0.880207,167.009,0.6115,0.0069023,0.0184532367,59,0.00275778468,,10.9264,10.1811,5.95882,0.0217698,10.637,9.711,9.4,9.346
219015370,10.9458,5714.0,126.408,4.04857,0.0776156,1.58143,0.0794221,1.02,0.130472,0.2579,0.0540979,2.40190148,,332.648,2.286,0.0210527,0.0035580683,43,0.00115576969,,11.7644,10.8971,2.97735,0.0205042,11.314,10.337,10.012,9.964
387527558,13.0367,3514.0,157.0,4.81377,0.00423785,0.414101,0.0123306,0.407305,0.0202724,5.73589,0.226897,0.0235566925,,82.1294,0.20165,0.0,0.00450965,142,0.00276408368,,15.4396,13.0825,12.1471,0.0296722,15.263,11.599,11.033,10.778
206498307,11.3882,5184.9,113.003,3.9254,0.0820625,1.69269,0.0957437,0.88,0.104476,0.181449,0.0422045,1.86555719,-0.87,340.766,4.9185,0.0273677,0.00189766858,39,0.000301685737,,12.1326,11.3322,2.90646,0.0420262,11.61,10.772,10.459,10.407
27677846,9.5668,5304.0,122.991,4.59704,0.0827838,0.794394,0.0442915,0.91,0.111594,1.81524,0.436805,0.449967,,78.7137,0.33005,0.0,0.116635218,433,0.000370882539,,10.5025,9.51965,12.6757,0.0528702,10.286,8.87,8.433,8.37
441798995,11.9521,3872.0,157.0,4.69525,0.00946245,0.548484,0.0161609,0.543889,0.0202007,3.29624,0.169147,0.06092058,,82.1896,0.12405,0.0,0.02774594,97,0.005798207,,13.8533,11.9622,12.138,0.0182281,13.476,10.765,10.107,9.928
336267424,12.5466,6835.31,137.219,4.37191,0.0939989,1.31284,0.0728443,1.48,0.255652,0.654075,0.164734,3.38961339,-0.169973,772.026,26.103,0.0362558,0.0362774245,251,0.000448295585,,13.098,12.4843,1.26794,0.0434162,12.927,12.023,11.851,11.737
373453507,10.7302,5600.0,138.782,4.16201,0.0780742,1.36724,0.0729347,0.99,0.122359,0.387349,0.0843123,1.65628564,,235.608,2.5695,0.0881941,0.0396757349,165,0.0007042027,,11.6745,10.6816,4.21613,0.0459372,11.418,9.996,9.648,9.573
29117085,11.2119,5373.78,107.485,4.50945,0.076541,0.888753,0.0441558,0.931,0.116936,1.32619,0.282254,0.5934399,-0.0224923,188.294,1.873,0.0193233,0.030988764,67,0.00106627017,,12.1215,11.159,5.28264,0.0524286,11.873,10.482,10.106,10.05
326114850,9.98645,6194.0,130.441,4.1624,0.0812996,1.49644,0.071206,1.187,0.165927,0.354217,0.0784198,2.969619,,231.273,2.5675,0.0251203,0.07697239,1268,0.000159913528,,10.6666,9.94004,4.29583,0.0476319,10.581,9.459,9.239,9.171
357416482,8.2057,6362.56,,,,1.33874,,,,,,,-0.049,115.604988,,,0.0207485128,49,0.00373342284,,8.84884,8.15934,8.65015,0.604492,8.7,7.695,7.406,7.386
440777904,11.3072,6329.0,132.257,4.2311,0.0894663,1.41886,0.0702563,1.25,0.197415,0.43761,0.106879,2.91015887,-0.21,415.344,6.5355,0.0177765,0.03440365,212,0.0004194574,,11.8826,11.2523,2.37947,0.0375899,11.762,10.797,10.589,10.543
409183335,9.7229,7174.0,,,,1.75529,,,,,,,,225.941,,,0.0735857859,327,9.7365024e-05,,10.1585,9.4788,,,10.184,9.023,8.817,8.769
292321872,10.4562,6473.0,122.325,3.76501,0.0922104,2.49353,0.127678,1.32,0.209952,0.085139,0.021394,9.834388,,505.331,16.141,0.0418708,0.1318629,200,0.0004005948,,11.0722,10.4057,1.95214,0.0626699,10.855,9.918,9.722,9.667
293567206,10.4929,5829.0,132.545,4.40925,0.0792924,1.05926,0.0499648,1.05,0.135379,0.883449,0.196483,1.16701412,,185.849,0.6985,0.0295916,0.014533082,57,0.0023165606,,11.2884,10.4459,5.35184,0.020072,11.124,9.906,9.611,9.527
48178229,10.0386,6863.0,123.085,3.93144,0.0908162,2.1873,0.0925729,1.49,0.255686,0.142385,0.0336049,9.562378,,403.768,4.815,0.0316012,0.04848312,298,0.0007591228,,10.5377,9.99283,2.4482,0.0293095,10.378,9.64,9.48,9.429
5772442,10.351,5806.0,122.514,3.64403,0.0845815,2.54901,0.179684,1.044,0.124647,0.0630358,0.0157453,6.65188742,,414.876,20.5,0.0323054,0.0307021122,579,4.15185677e-05,,11.1542,10.301,2.39007,0.115896,10.715,9.701,9.401,9.342
311890977,10.5652,4006.0,123.79,4.541,0.12217,0.705027,0.0723919,0.63,0.0803445,1.79773,0.64461,0.115332037,,58.0624,0.07515,0.0,0.0199608374,272,0.00334036374,,12.2648,10.5109,17.1939,0.0221286,11.976,9.414,8.716,8.558
155114483,9.25068,8728.0,161.561,4.31546,0.0731312,1.70383,0.048402,2.189,0.329227,0.442553,0.0815139,15.1777506,,275.493,2.3225,0.110719,0.0733589,256,0.00168918387,,9.4688,9.20776,3.60126,0.0303724,9.389,8.985,8.975,8.919
424747720,13.0123,3800.0,157.0,4.65687,0.0107538,0.593317,0.0176925,0.582602,0.0203219,2.78941,0.15246,0.06613063,,148.134,0.8115,0.0245761,0.0186643358,259,0.0006811178,,14.9951,13.0277,6.72203,0.0367004,14.715,11.77,11.107,10.953
120602501,8.48216,5717.0,133.516,3.96875,0.0737309,1.73364,0.0842312,1.02,0.127522,0.195759,0.0404689,2.89258766,,118.59,0.437,0.0101272,0.00480959145,252,0.00233558123,,9.28872,8.43645,8.4036,0.0308614,9.112,7.859,7.55,7.485
386259537,11.3299,6158.0,129.709,3.81619,0.08284,2.21327,0.111191,1.17,0.159531,0.107915,0.0239602,6.346316,,627.066,13.859,0.0288007,0.4561715,209,0.0002513725,,12.0181,11.2761,1.56647,0.0349681,12.167,10.8,10.552,10.483
366410512,11.6718,6283.0,128.818,4.17177,0.086253,1.50696,0.0736281,1.23,0.184813,0.359421,0.0848896,3.1883378,,518.625,11.2775,0.0236925,0.0192526523,74,0.0002946511,,12.3144,11.6162,1.89991,0.0416012,12.216,11.124,10.905,10.869
194179013,12.7825,3116.0,122.0,,,,,,,,,,,6634.95,3149.75,0.405043,,,,,16.5741,12.8695,0.0614551,0.105741,,10.349,9.394,9.01
219016883,11.637,5631.0,120.613,4.41846,0.0772061,1.02283,0.0496935,1.0,0.127538,0.934513,0.202437,0.9476473,,290.646,1.5395,0.0118364,0.0149830235,36,0.00137666718,,12.4706,11.5881,3.41174,0.0180878,12.214,11.009,10.694,10.627
357457104,9.521,,,,,,,,,,,,,,,,,,,,16.1535,10.1122,,,12.447,5.704,4.357,3.166
240681314,10.6496,6695.0,131.35,4.17494,0.094521,1.61271,0.0774221,1.419,0.248268,0.338307,0.0844737,4.70772362,,370.284,7.7775,0.0589532,0.1539357,320,0.000758883136,,11.2254,10.5995,2.67335,0.0562674,10.966,10.233,9.997,9.942
288391628,8.36544,6259.0,130.931,3.59171,0.0894587,2.92296,0.138643,1.217,0.17988,0.048733,0.011809,11.8129749,,218.258,3.317,0.0230799,0.004237069,70,0.00186534587,,9.02801,8.32345,4.55437,0.0690883,8.86,7.863,7.641,7.584
416539317,12.4091,6269.0,130.636,4.26127,0.086068,1.35387,0.0680503,1.22,0.178969,0.491616,0.115346,2.55060935,,645.718,12.776,0.0339689,0.137894139,47,0.0003240512,,13.0589,12.3432,1.51989,0.0304095,12.863,11.792,11.541,11.482
258796169,12.8872,3244.0,157.0,5.07736,0.0280122,0.192729,0.00578436,0.161878,0.0200574,22.6124,0.774836,0.00370605825,,28.1016,0.06625,0.0,0.1100033,26,0.003323597,,15.8464,12.9734,35.5565,0.0832283,14.753,11.317,10.713,10.47
7059054,12.244,4664.8,144.288,4.68264,0.107112,0.649127,0.0551306,0.74,0.0906058,2.70547,0.882819,0.179757178,0.110723,169.398,1.0545,0.0113508,0.00475367764,68,0.0,,13.5523,12.1886,5.87462,0.0364652,13.229,11.309,10.742,10.616
142918609,9.7925,8007.0,,,,2.047,,,,,,,,379.693,,,0.204420835,643,8.603146e-05,,10.1333,9.75946,2.43553,0.693038,10.097,9.484,9.401,9.354
120610833,11.5005,5298.0,140.943,4.51338,0.0881343,0.874706,0.0567763,0.91,0.110215,1.35974,0.348385,0.5430841,0.43,211.196,1.7515,0.0119262,0.002773867,38,0.0009825537,,12.5146,11.4503,4.70643,0.0389726,11.801,10.753,10.365,10.294
341444900,8.629,7527.0,122.0,,,5.63665,,,,,,,,475.345,7.5705,0.313117,,,,,9.31382,8.56359,2.07559,0.0332417,9.155,7.992,7.909,7.815
277103955,9.2927,4658.0,125.685,4.51928,0.0932681,0.783445,0.0574296,0.74,0.0862959,1.53888,0.422743,0.260321468,,52.1472,0.0699,0.0,0.026835857,2656,0.0167464223,,10.5281,9.25097,19.1475,0.0255133,10.338,8.373,7.87,7.754
164892194,13.4633,6041.0,143.0,4.21773,,1.36388,,1.12,,0.441458,,2.2319386,0.33,1005.84,14.19,0.0303166,,,,,14.2204,13.4088,0.965345,0.0139187,13.986,12.858,12.605,12.549
437156845,12.7325,6066.0,126.503,4.34485,0.0775194,1.18344,0.0561056,1.13,0.141998,0.681775,0.144184,1.70842552,,626.536,8.7385,0.02425,0.183562279,403,3.26881964e-05,,13.4393,12.6757,1.56746,0.0220911,13.183,12.161,11.91,11.845
308172249,12.4197,4984.0,124.134,4.41028,0.0852564,0.934977,0.0597739,0.82,0.0960542,1.00325,0.249788,0.485969067,,298.214,1.4135,0.0210961,0.3057494,196,0.000634483644,,13.5063,12.3635,3.32442,0.015772,13.181,11.581,11.123,11.037
399860444,10.854,5854.0,101.623,4.44824,0.070759,1.01613,0.0402412,1.057,0.133502,1.00745,0.196112,1.09246325,-0.03,215.32,1.0445,0.013785,0.034775462,185,0.0022091663,,11.6045,10.7895,4.61543,0.0223577,11.254,10.232,9.92,9.846
328750515,10.7387,7577.0,141.504,4.04804,0.0793383,2.078,0.0756332,1.759,0.277908,0.196032,0.0402858,12.8225956,,482.603,9.0575,0.278783,0.6613847,671,5.82043067e-05,,11.3664,10.6723,2.0443,0.0385774,11.252,10.151,10.019,9.928
160148385,11.9116,5560.0,128.758,4.33354,0.0769555,1.11655,0.0589196,0.98,0.116436,0.704038,0.152199,1.07336426,,352.464,4.6845,0.0097772,0.00127031188,25,0.0005725314,,12.7655,11.862,2.80882,0.0374194,12.569,11.267,10.936,10.914
441334829,12.5449,7664.0,143.6,4.50988,0.0797544,1.23175,0.0437186,1.79,0.304931,0.957824,0.196468,4.71586657,,654.773,9.9795,0.298511,0.7144284,1924,4.30692053e-05,,13.1716,12.4707,1.49881,0.0230954,12.986,11.965,11.753,11.676
444415148,8.9676,9542.0,123.0,,,5.02905,,,,,,,,670.885,14.034,0.27011,,,,,9.26969,8.89375,1.46247,0.0309302,9.208,8.592,8.61,8.547
256364928,6.8481,5023.0,142.488,4.58208,0.0990783,0.776484,0.0555905,0.84,0.10566,1.79424,0.511481,0.3457904,0.02,19.7638,0.01275,0.0,0.0258513577,2439,0.00114040915,,7.91302,6.80801,50.5685,0.032338,7.67,6.073,5.587,5.541
380517859,14.9156,3613.0,157.0,4.7458,0.00945791,0.490423,0.0160905,0.488511,0.0214147,4.14154,0.226384,0.0369239561,,254.311,3.175,0.0415346,0.409361839,1516,0.0002279501,,17.1508,14.9483,3.90426,0.0487149,16.557,13.562,12.947,12.73
67926921,9.9841,6831.42,98.6182,3.60613,0.0860151,3.1703,0.131138,1.48,0.258801,0.0464472,0.0103852,19.7215,-0.249923,574.264,13.792,0.0211735,0.000540093,48,0.0003722512,,10.4917,9.94051,1.71286,0.0414997,10.447,9.541,9.374,9.353
123482865,9.4727,5811.0,132.496,4.11929,0.0773797,1.47199,0.0704321,1.04,0.135072,0.326075,0.0702622,2.225915,,156.226,0.753,0.0585643,0.06929272,567,0.000236659384,,10.317,9.43106,6.37228,0.0306233,10.087,8.829,8.575,8.444
150030205,9.1059,5116.0,122.457,4.57337,0.0860203,0.793597,0.0471155,0.86,0.105052,1.72067,0.422987,0.3887024,,59.2293,0.07465,0.0,0.00678939745,117,0.0189077854,,10.1236,9.06552,16.8546,0.0211244,9.866,8.357,7.961,7.851
219344917,9.7607,4917.0,117.392,4.61731,0.088057,0.732189,0.0451432,0.81,0.0974807,2.06355,0.53409,0.2823201,,68.0473,0.10365,0.0,0.00260085962,52,0.007549594,,10.8593,9.71398,14.6667,0.0222215,10.569,8.954,8.488,8.38
305512837,12.7316,4653.0,124.067,4.56034,0.0939569,0.74727,0.0540377,0.74,0.0880921,1.77337,0.4973,0.235821038,,234.721,1.1845,0.031212,0.2767489,658,0.0006648224,,13.9961,12.675,4.23158,0.0213425,13.73,11.749,11.227,11.1
179034327,9.0567,5091.0,124.356,4.56733,0.0826611,0.794471,0.0482412,0.85,0.102469,1.69506,0.415992,0.3819996,,57.3973,0.0827,0.0,0.006883284,47,0.006034947,,10.0801,9.01151,17.3935,0.0249135,9.86,8.3,7.915,7.832
