tic_id,Teff,rad,mass,logg,Tmag,contratio
KIC3757590,6401.0,1.301,1.304,4.324,13.674,
KIC9142334,3754.0,0.473,0.483,4.773,13.676,
KIC10068919,6411.0,1.216,1.091,4.307,13.676,
KIC6877673,6085.0,0.979,0.959,4.438,13.676,
KIC4376629,5797.0,0.828,0.916,4.563,13.678,
KIC6116035,5691.0,2.079,1.096,3.842,13.679,
KIC12164634,6860.0,1.467,1.35,4.233,13.68,
KIC9637299,6322.0,1.213,0.872,4.211,13.68,
KIC5289857,4995.0,1.703,0.95,3.954,13.681,
KIC7377200,6061.0,1.653,1.056,4.025,13.681,
KIC5271803,7296.0,1.498,1.45,4.249,13.681,
KIC8938628,5815.0,0.969,0.764,4.349,13.681,
KIC11029877,6640.0,1.25,1.261,4.343,13.681,
KIC3336845,5418.0,0.782,0.746,4.524,13.681,
KIC4649305,6968.0,1.333,1.333,4.31,13.682,
KIC3851193,6368.0,1.225,1.151,4.323,13.682,
KIC12736658,5846.0,1.207,0.988,4.27,13.683,
KIC6880123,6002.0,1.302,1.146,4.267,13.683,
KIC5598216,5846.0,1.116,0.821,4.258,13.683,
KIC10405546,6367.0,1.087,1.131,4.419,13.685,
KIC7033748,6438.0,1.273,0.899,4.182,13.685,
KIC12012872,5715.0,0.782,0.872,4.586,13.686,
KIC7117710,5403.0,0.888,0.998,4.54,13.686,
KIC8480642,5178.0,2.295,0.995,3.714,13.687,
KIC9164788,6593.0,1.561,1.302,4.164,13.688,
KIC4678919,5851.0,0.863,0.93,4.534,13.689,
KIC11409698,6664.0,1.44,1.135,4.176,13.691,
KIC6307063,5876.0,1.077,1.001,4.374,13.693,
KIC10616415,4972.0,4.034,1.668,3.449,13.695,
KIC5709014,,,,,13.695,
KIC7366895,5914.0,0.971,0.973,4.451,13.696,
KIC6690523,5155.0,3.87,1.585,3.462,13.697,
KIC5866099,5589.0,1.239,0.873,4.193,13.698,
KIC11968490,6486.0,1.456,1.156,4.174,13.698,
KIC11560397,6762.0,2.637,1.386,3.738,13.699,
KIC8352016,5701.0,0.903,0.813,4.437,13.699,
KIC7210749,5780.0,1.0,1.0,4.438,13.7,
KIC8193315,6728.0,1.46,1.257,4.206,13.7,
KIC3348285,6242.0,1.047,1.104,4.442,13.7,
KIC8197767,4852.0,0.651,0.634,4.613,13.704,
KIC11145726,5180.0,4.717,1.673,3.314,13.705,
KIC9207508,6988.0,1.649,1.448,4.163,13.705,
KIC5384802,6431.0,1.295,1.199,4.293,13.705,
KIC9181402,,,,,13.705,
KIC3228740,6028.0,1.078,0.994,4.371,13.707,
KIC10004772,3749.0,59.684,0.885,0.833,13.71,
KIC6047853,6300.0,1.064,1.034,4.401,13.71,
KIC9762519,5624.0,0.777,0.722,4.516,13.711,
KIC6449291,5473.0,2.162,1.065,3.796,13.712,
KIC8773948,5934.0,3.075,1.315,3.581,13.714,
KIC11338918,5135.0,0.849,0.792,4.479,13.714,
KIC7255910,6267.0,1.118,0.981,4.334,13.715,
KIC11456839,5013.0,19.813,3.549,2.394,13.716,
KIC6606653,6568.0,1.211,1.229,4.36,13.717,
KIC4862625,6373.0,1.047,1.094,4.438,13.718,
KIC6182849,6133.0,0.935,0.868,4.435,13.718,
KIC9640976,5691.0,0.836,0.928,4.56,13.72,
KIC7837302,6095.0,1.94,1.076,3.894,13.722,
KIC3124598,6313.0,1.259,1.005,4.24,13.722,
KIC12021943,6108.0,1.03,1.132,4.466,13.723,
KIC11824218,4993.0,19.695,3.546,2.399,13.724,
KIC7117126,5544.0,0.957,0.914,4.438,13.724,
KIC11763910,6720.0,1.368,1.294,4.276,13.725,
KIC10222603,6089.0,0.95,1.031,4.495,13.725,
KIC9222516,6607.0,1.204,1.224,4.363,13.725,
KIC5356593,5761.0,1.096,0.885,4.306,13.725,
KIC8524346,6102.0,1.125,0.955,4.316,13.726,
KIC9912977,5959.0,1.365,0.908,4.126,13.726,
KIC3734501,4785.0,6.443,1.546,3.009,13.729,
KIC9119405,5786.0,3.478,1.536,3.542,13.729,
KIC6206470,6006.0,1.019,0.975,4.41,13.73,
KIC8821936,6227.0,1.089,1.025,4.377,13.731,
KIC11603298,6587.0,1.008,1.078,4.463,13.731,
KIC9673173,6039.0,1.278,1.041,4.242,13.731,
KIC7468295,5002.0,4.042,0.979,3.216,13.731,
KIC10551346,6099.0,0.919,1.0,4.511,13.731,
KIC5686974,6057.0,0.999,0.896,4.392,13.732,
KIC8630840,6179.0,1.555,1.199,4.134,13.732,
KIC8747009,5587.0,0.965,0.801,4.372,13.736,
KIC10268809,6065.0,1.023,1.018,4.427,13.737,
KIC10661976,6619.0,2.23,1.408,3.89,13.74,
KIC4774646,6462.0,1.309,1.153,4.266,13.741,
KIC4671584,6331.0,1.326,0.898,4.146,13.742,
KIC6279974,5872.0,2.022,1.256,3.926,13.742,
KIC8044608,6038.0,1.141,0.852,4.254,13.742,
KIC6233573,5787.0,2.667,1.236,3.678,13.744,
KIC8509346,6356.0,1.141,0.941,4.297,13.745,
KIC5807579,5993.0,1.485,1.046,4.114,13.745,
KIC8179286,6188.0,1.155,1.038,4.33,13.746,
KIC5618071,5081.0,3.365,1.258,3.484,13.747,
KIC6545018,5807.0,0.861,0.771,4.455,13.748,
KIC5894073,6246.0,1.092,1.18,4.433,13.748,
KIC6680911,5731.0,1.033,0.889,4.359,13.749,
KIC10555375,6020.0,2.097,1.162,3.86,13.752,
KIC7755741,10894.0,4.378,3.249,3.667,13.752,
KIC11073238,6195.0,1.029,1.051,4.437,13.752,
KIC5393558,5931.0,1.349,1.042,4.196,13.752,
KIC10227863,5751.0,1.035,0.956,4.389,13.753,
KIC10815916,6495.0,1.311,0.972,4.191,13.753,
KIC7369865,5432.0,3.581,1.658,3.55,13.754,
KIC12643589,6692.0,1.152,1.176,4.383,13.754,
KIC3343866,5445.0,2.117,0.977,3.776,13.755,
KIC6063448,6703.0,1.892,1.365,4.018,13.755,
KIC5113809,6612.0,1.264,1.173,4.303,13.755,
KIC10920813,5288.0,0.737,0.748,4.577,13.756,
KIC4144238,6154.0,1.334,1.032,4.201,13.757,
KIC5000179,,,,,13.758,
KIC9053112,5365.0,2.872,1.403,3.669,13.759,
KIC11922722,5523.0,0.981,0.871,4.395,13.76,
KIC7353970,5420.0,0.868,0.874,4.502,13.76,
KIC3836413,5780.0,1.0,1.0,4.438,13.76,
KIC6056992,5780.0,1.0,1.0,4.438,13.761,
KIC5602409,5096.0,8.038,2.394,3.007,13.762,
KIC6286155,5032.0,5.922,1.41,3.042,13.763,
KIC5802470,5622.0,0.723,0.803,4.619,13.764,
KIC9426071,6706.0,1.417,1.24,4.226,13.765,
KIC12157983,5693.0,0.816,0.911,4.57,13.766,
KIC7362534,5799.0,0.758,0.836,4.6,13.767,
KIC4376644,6075.0,0.969,1.048,4.486,13.767,
KIC7466863,6312.0,1.464,1.048,4.127,13.768,
KIC8868364,6235.0,1.708,1.152,4.034,13.769,
KIC2438070,5657.0,1.428,0.983,4.121,13.771,
KIC10579570,,,,,13.771,
KIC5098444,4723.0,0.512,0.526,4.741,13.771,
KIC5709906,5896.0,0.914,1.0,4.516,13.773,
KIC4076952,6468.0,2.048,1.196,3.893,13.773,
KIC7838639,6215.0,1.463,1.073,4.138,13.774,
KIC8812360,5158.0,2.995,1.137,3.541,13.774,
KIC8234477,6327.0,1.528,1.252,4.168,13.775,
KIC11100670,5528.0,0.71,0.788,4.627,13.776,
KIC10198109,5870.0,1.63,0.775,3.903,13.776,
KIC11294883,5325.0,1.565,0.9,4.004,13.776,
KIC3858804,5211.0,2.721,1.401,3.715,13.778,
KIC3241557,6026.0,0.904,0.949,4.503,13.778,
KIC7841368,6029.0,1.494,1.091,4.127,13.78,
KIC8618226,5837.0,1.187,0.983,4.282,13.781,
KIC6516529,5947.0,0.945,1.0,4.487,13.782,
KIC7804128,,,,,13.782,
KIC6124941,3337.0,0.183,0.164,5.126,13.783,
KIC3233043,5075.0,1.783,0.905,3.892,13.787,
KIC9536048,6302.0,1.258,1.15,4.299,13.787,
KIC9300285,6663.0,1.338,1.235,4.275,13.788,
KIC9711751,6679.0,1.326,1.246,4.286,13.788,
KIC3335813,6141.0,1.117,1.051,4.365,13.789,
KIC4579598,6241.0,1.131,1.079,4.366,13.789,
KIC10958972,,,,,13.789,
KIC6198256,6573.0,1.987,1.475,4.01,13.79,
KIC2859299,6161.0,1.114,1.038,4.362,13.791,
KIC4371172,5271.0,1.895,0.989,3.878,13.791,
KIC2972800,6028.0,0.938,0.802,4.398,13.791,
KIC9959765,6600.0,1.157,1.133,4.364,13.793,
KIC10535897,6221.0,0.983,0.995,4.452,13.793,
KIC8892910,6211.0,1.284,1.114,4.269,13.794,
KIC7919653,5947.0,1.885,1.137,3.943,13.796,
KIC9226339,5806.0,1.213,1.028,4.283,13.798,
KIC8736245,5810.0,0.781,0.808,4.56,13.798,
KIC12106929,5857.0,0.712,0.802,4.633,13.799,
KIC3439096,5140.0,7.746,1.975,2.955,13.799,
KIC2997455,4846.0,7.102,1.775,2.984,13.8,
KIC7900695,5492.0,0.812,0.911,4.576,13.8,
KIC9118858,,,,,13.802,
KIC10971674,5821.0,1.129,0.922,4.297,13.802,
KIC5468555,6469.0,1.171,1.143,4.359,13.803,
KIC6289459,6046.0,0.972,1.053,4.486,13.804,
KIC6631721,6375.0,1.178,0.991,4.292,13.805,
KIC9639021,5349.0,0.836,0.767,4.478,13.805,
KIC9541094,5887.0,1.001,0.965,4.421,13.805,
KIC9655129,5334.0,0.81,0.743,4.492,13.805,
KIC5130563,6318.0,1.333,1.168,4.256,13.806,
KIC9852050,,,,,13.806,
KIC2141783,6056.0,1.411,1.096,4.179,13.806,
KIC4864734,5974.0,2.978,1.408,3.639,13.809,
KIC8293631,5323.0,15.075,2.683,2.51,13.81,
KIC10340212,2661.0,0.116,0.094,5.283,13.81,
KIC5731312,4789.0,0.573,0.571,4.678,13.811,
KIC3858943,6370.0,1.106,1.148,4.41,13.812,
KIC2708172,4267.0,0.627,0.622,4.637,13.814,
KIC6421188,5963.0,1.134,0.986,4.322,13.814,
KIC3851194,5837.0,2.338,1.232,3.791,13.815,
KIC3458919,5561.0,0.855,0.866,4.512,13.815,
KIC8891278,6120.0,1.596,1.009,4.036,13.816,
KIC7207081,,,,,13.816,
KIC3852258,4754.0,25.287,3.644,2.194,13.819,
KIC4946584,6434.0,1.166,1.119,4.354,13.819,
KIC7174617,5022.0,0.589,0.589,4.668,13.819,
KIC9873759,5406.0,0.819,0.907,4.569,13.819,
KIC7877818,5092.0,2.664,1.265,3.689,13.819,
KIC5308666,3853.0,78.869,1.772,0.892,13.819,
KIC4826439,6064.0,1.449,1.107,4.16,13.82,
KIC5534702,6700.0,1.883,1.424,4.041,13.821,
KIC2305372,6230.0,1.863,1.396,4.043,13.821,
KIC11649292,5078.0,3.0,0.989,3.479,13.822,
KIC9344623,6522.0,1.105,1.135,4.407,13.822,
KIC12110786,6046.0,0.972,1.053,4.486,13.823,
KIC9908486,4770.0,16.114,1.973,2.319,13.823,
KIC9164003,6569.0,2.203,1.232,3.842,13.825,
KIC6464285,5220.0,0.695,0.665,4.578,13.826,
KIC6752502,5780.0,1.0,1.0,4.438,13.826,
KIC6342980,5880.0,1.65,1.077,4.035,13.831,
KIC8111919,5792.0,1.567,1.024,4.058,13.831,
KIC11071207,6698.0,1.485,1.197,4.171,13.831,
KIC7032568,6432.0,1.603,0.977,4.018,13.831,
KIC3849155,5509.0,0.857,0.821,4.487,13.831,
KIC9163674,6413.0,1.91,1.453,4.038,13.833,
KIC9640985,6820.0,1.254,1.227,4.328,13.835,
KIC8123170,6558.0,1.28,1.035,4.239,13.835,
KIC12367310,5146.0,4.063,1.795,3.475,13.835,
KIC5020044,6292.0,1.078,1.129,4.426,13.835,
KIC4246343,,,,,13.836,
KIC8183911,5300.0,2.124,0.804,3.69,13.838,
KIC8229361,6295.0,1.08,1.065,4.401,13.84,
KIC8314801,5657.0,1.168,0.846,4.23,13.84,
KIC9656397,6517.0,1.44,1.234,4.211,13.841,
KIC7385509,4583.0,0.695,0.701,4.6,13.841,
KIC6960445,5661.0,0.919,0.929,4.48,13.842,
KIC10548411,,,,,13.845,
KIC6428942,6668.0,1.791,1.395,4.074,13.845,
KIC11913052,4929.0,7.7,2.167,3.001,13.846,
KIC11038580,5248.0,1.869,0.98,3.886,13.846,
KIC5130369,9651.0,1.895,2.219,4.229,13.849,
KIC8766222,4631.0,14.296,1.812,2.386,13.85,
KIC4861736,6077.0,0.891,0.974,4.526,13.851,
KIC8442463,4911.0,4.419,1.608,3.354,13.851,
KIC4157052,6218.0,3.07,1.639,3.678,13.852,
KIC4946680,6071.0,2.389,1.301,3.796,13.852,
KIC8308639,5047.0,7.821,2.064,2.966,13.853,
KIC5471141,5925.0,1.066,1.07,4.412,13.854,
KIC5779606,,,,,13.854,
KIC6143819,5780.0,1.0,1.0,4.438,13.855,
KIC3655332,5751.0,1.626,1.028,4.028,13.855,
KIC7115671,6413.0,1.494,1.299,4.203,13.857,
KIC9991621,5455.0,0.909,0.795,4.421,13.857,
KIC4445630,6280.0,1.115,1.036,4.361,13.858,
KIC9307966,6181.0,1.006,1.074,4.464,13.858,
KIC2987433,6461.0,1.197,1.086,4.319,13.858,
KIC5893123,6225.0,1.116,1.011,4.348,13.858,
KIC6470521,6377.0,1.119,1.147,4.399,13.858,
KIC8548427,5897.0,0.992,1.106,4.489,13.859,
KIC4861527,6326.0,1.001,1.047,4.459,13.859,
KIC9837720,5061.0,0.668,0.704,4.635,13.859,
KIC8381693,6070.0,1.628,0.93,3.983,13.86,
KIC6721380,6088.0,1.339,1.097,4.225,13.861,
KIC7695093,5960.0,0.962,0.927,4.438,13.861,
KIC3859890,5967.0,0.976,0.936,4.43,13.864,
KIC6048255,,,,,13.865,
KIC8192861,5952.0,0.904,0.913,4.486,13.866,
KIC11496490,6332.0,1.205,1.08,4.311,13.866,
KIC10989032,8851.0,2.178,2.106,4.085,13.866,
KIC10031707,3837.0,80.307,1.585,0.829,13.866,
KIC6069674,6054.0,1.953,1.135,3.911,13.867,
KIC10845188,5940.0,1.02,0.853,4.352,13.867,
KIC7031942,5642.0,1.056,0.886,4.337,13.867,
KIC9368524,6065.0,2.344,1.162,3.763,13.868,
KIC7552701,6557.0,1.406,1.287,4.251,13.869,
KIC6887321,5860.0,1.13,0.987,4.326,13.869,
KIC6388770,,,,,13.87,
KIC4990977,5838.0,0.988,0.781,4.342,13.87,
KIC4908495,4926.0,0.749,0.724,4.548,13.871,
KIC4996558,5893.0,1.302,0.926,4.175,13.871,
KIC7458309,6024.0,0.849,0.934,4.55,13.872,
KIC8260269,6461.0,1.131,1.162,4.396,13.872,
KIC10535807,6478.0,1.174,1.018,4.307,13.873,
KIC7189825,5503.0,0.764,0.768,4.557,13.873,
KIC9540675,5831.0,1.109,0.873,4.289,13.874,
KIC8445775,6175.0,1.436,0.97,4.111,13.876,
KIC5962716,6271.0,1.515,1.261,4.178,13.877,
KIC12013615,6060.0,1.643,1.129,4.059,13.878,
KIC8036863,5806.0,0.901,0.881,4.473,13.879,
KIC9945280,5791.0,1.472,0.89,4.052,13.879,
KIC9851845,5233.0,0.824,0.764,4.489,13.881,
KIC3542928,5858.0,1.04,1.126,4.456,13.881,
KIC10965963,6085.0,1.215,1.055,4.293,13.881,
KIC11924426,6175.0,0.974,0.952,4.44,13.882,
KIC11188249,6257.0,1.748,1.291,4.063,13.883,
KIC3336283,6459.0,1.038,1.042,4.425,13.883,
KIC12017140,5926.0,1.351,1.024,4.187,13.883,
KIC1996679,6148.0,1.095,0.969,4.346,13.884,
KIC7769072,5022.0,4.167,1.298,3.311,13.886,
KIC4386059,6547.0,1.371,1.198,4.241,13.887,
KIC9180566,,,,,13.888,
KIC12554051,4787.0,8.522,1.129,2.629,13.888,
KIC11868122,6070.0,1.191,0.794,4.186,13.889,
KIC4165960,6517.0,1.342,1.212,4.265,13.889,
KIC6583107,5860.0,1.197,0.917,4.244,13.891,
KIC12555140,6420.0,0.941,1.001,4.492,13.892,
KIC10470206,6629.0,1.619,1.302,4.132,13.893,
KIC7630658,6011.0,1.267,0.966,4.217,13.893,
KIC5610698,6567.0,1.636,1.084,4.045,13.894,
KIC5823557,6398.0,1.249,1.07,4.276,13.894,
KIC8695779,6244.0,1.807,1.152,3.986,13.897,
KIC11967004,6525.0,1.161,1.183,4.381,13.898,
KIC9834719,6106.0,0.966,1.043,4.487,13.9,
KIC3098194,5527.0,1.073,0.867,4.315,13.901,
KIC8953296,6576.0,1.455,1.147,4.171,13.901,
KIC3848919,5407.0,0.745,0.694,4.535,13.901,
KIC9873604,5103.0,2.816,1.168,3.606,13.902,
KIC7281694,5018.0,1.734,0.985,3.953,13.903,
KIC11911580,6355.0,1.108,1.151,4.41,13.906,
KIC10417704,,,,,13.907,
KIC6292732,5869.0,0.942,1.054,4.513,13.907,
KIC4769931,5448.0,0.734,0.815,4.613,13.907,
KIC6543682,5780.0,1.0,1.0,4.438,13.908,
KIC6852488,7128.0,1.775,1.461,4.105,13.908,
KIC5796186,6032.0,0.924,0.96,4.489,13.909,
KIC6233483,6161.0,1.054,0.763,4.276,13.91,
KIC8177798,7564.0,1.893,1.621,4.093,13.91,
KIC5621299,6534.0,1.797,1.395,4.074,13.91,
KIC5036530,6333.0,1.523,1.338,4.198,13.911,
KIC2708420,5806.0,0.893,0.935,4.507,13.911,
KIC6149980,6446.0,1.125,1.134,4.391,13.911,
KIC11147460,5051.0,4.089,1.014,3.22,13.912,
KIC8823893,6201.0,1.126,0.998,4.336,13.912,
KIC3735634,5699.0,1.215,0.838,4.192,13.915,
KIC7531677,5864.0,1.369,1.08,4.199,13.915,
KIC4862332,4981.0,18.374,3.369,2.437,13.915,
KIC4252226,5923.0,2.06,1.242,3.904,13.916,
KIC8487777,6038.0,1.186,0.902,4.245,13.917,
KIC8686761,5382.0,2.909,1.363,3.645,13.917,
KIC10063044,7652.0,2.242,1.723,3.974,13.918,
KIC8652577,6056.0,0.918,0.908,4.47,13.919,
KIC4372961,6440.0,2.254,1.386,3.874,13.92,
KIC9304561,5742.0,3.374,1.378,3.521,13.92,
KIC8984706,5895.0,1.415,0.926,4.103,13.92,
KIC9541144,5490.0,2.825,1.396,3.681,13.921,
KIC7050754,6315.0,3.075,1.381,3.603,13.921,
KIC9777200,6858.0,3.096,1.88,3.731,13.922,
KIC8012732,6221.0,1.312,1.24,4.294,13.922,
KIC3247294,6071.0,0.962,0.898,4.425,13.924,
KIC8458207,6208.0,1.344,1.107,4.226,13.924,
KIC6421937,5087.0,5.899,1.935,3.183,13.925,
KIC2309587,5799.0,1.055,0.861,4.326,13.925,
KIC3003991,5530.0,0.788,0.882,4.586,13.926,
KIC7884986,5079.0,7.684,2.042,2.977,13.926,
KIC10399137,6205.0,1.358,1.05,4.194,13.927,
KIC4149684,6098.0,1.083,1.034,4.384,13.928,
KIC10481054,6356.0,1.358,1.101,4.215,13.929,
KIC5294739,5467.0,4.055,1.62,3.432,13.93,
KIC8912730,6943.0,1.66,1.459,4.162,13.93,
KIC5956038,5208.0,4.329,1.429,3.321,13.93,
KIC2442359,5132.0,2.648,1.211,3.675,13.931,
KIC4953173,5947.0,2.407,1.378,3.814,13.931,
KIC4659405,5575.0,1.173,0.951,4.278,13.932,
KIC11874338,5220.0,3.456,1.443,3.52,13.933,
KIC6766748,6818.0,1.216,1.24,4.357,13.934,
KIC3847708,5206.0,0.767,0.861,4.598,13.936,
KIC9963461,6168.0,1.567,1.061,4.074,13.936,
KIC8025718,6231.0,1.152,1.054,4.34,13.937,
KIC9641144,6444.0,1.079,1.107,4.416,13.938,
KIC5774375,5408.0,2.058,0.925,3.777,13.939,
KIC6463499,5780.0,2.478,1.201,3.729,13.939,
KIC3851949,5145.0,3.866,1.594,3.466,13.939,
KIC8521059,6610.0,1.313,1.16,4.264,13.94,
KIC10924340,6187.0,0.937,1.011,4.499,13.941,
KIC6762829,5623.0,1.841,1.038,3.925,13.941,
KIC4645492,5672.0,0.965,1.08,4.503,13.942,
KIC10809677,5149.0,6.619,2.055,3.109,13.942,
KIC7967100,6057.0,1.11,1.009,4.352,13.943,
KIC3534118,6078.0,1.148,1.064,4.346,13.944,
KIC8711548,6794.0,1.71,1.356,4.102,13.944,
KIC6205384,5898.0,0.819,0.904,4.567,13.945,
KIC10816107,5888.0,1.219,0.796,4.167,13.945,
KIC7031126,5102.0,1.961,0.86,3.787,13.945,
KIC10547378,5485.0,2.087,1.049,3.82,13.945,
KIC8262210,5580.0,1.205,0.886,4.223,13.945,
KIC9101279,8572.0,3.034,2.009,3.776,13.947,
KIC8178616,6068.0,0.829,0.926,4.568,13.948,
KIC6610064,5427.0,1.031,0.861,4.347,13.949,
KIC8509361,5743.0,1.971,1.077,3.881,13.951,
KIC6547322,6014.0,2.429,1.303,3.782,13.953,
KIC2969638,,,,,13.954,
KIC10092312,5869.0,0.942,1.054,4.513,13.954,
KIC7959310,6382.0,1.5,1.068,4.115,13.954,
KIC10096697,5727.0,0.918,0.827,4.43,13.955,
KIC8479386,6267.0,1.158,0.94,4.284,13.955,
KIC8316503,6350.0,1.286,1.03,4.233,13.955,
KIC9541089,5819.0,0.881,0.884,4.494,13.956,
KIC6311520,6419.0,1.142,1.013,4.33,13.956,
KIC3962684,5109.0,1.922,1.006,3.873,13.956,
KIC9291629,4809.0,5.145,1.232,3.106,13.957,
KIC9178185,5908.0,3.915,1.755,3.497,13.957,
KIC6938264,4518.0,0.72,0.735,4.589,13.958,
KIC8957954,6106.0,0.966,1.043,4.487,13.96,
KIC8506766,7066.0,1.761,1.406,4.094,13.96,
KIC10616829,7031.0,1.523,1.415,4.222,13.96,
KIC6220470,7605.0,1.862,1.677,4.123,13.96,
KIC3952651,5780.0,1.0,1.0,4.438,13.96,
KIC4157488,6248.0,1.528,0.955,4.05,13.961,
KIC8418018,5763.0,0.827,0.903,4.559,13.962,
KIC10419312,5002.0,4.131,1.375,3.344,13.962,
KIC7336754,5761.0,0.932,0.821,4.413,13.964,
KIC4662363,,,,,13.964,
KIC10342065,5438.0,4.319,1.807,3.424,13.964,
KIC5126627,,,,,13.965,
KIC12417572,6854.0,1.674,1.308,4.106,13.965,
KIC4384652,5714.0,0.711,0.78,4.627,13.967,
KIC3766353,6609.0,0.974,1.073,4.484,13.968,
KIC7212722,5932.0,0.795,0.882,4.58,13.969,
KIC8572168,6028.0,2.244,1.276,3.842,13.97,
KIC8608544,6450.0,1.155,1.183,4.386,13.971,
KIC7888957,4994.0,7.619,2.124,3.002,13.971,
KIC8483021,6247.0,1.147,0.978,4.309,13.971,
KIC7026477,6705.0,1.524,1.232,4.16,13.974,
KIC11769146,5999.0,0.959,1.045,4.494,13.974,
KIC10130646,3659.0,0.4,0.42,4.858,13.974,
KIC5513897,5452.0,0.815,0.91,4.572,13.974,
KIC6471229,5952.0,0.844,0.932,4.554,13.978,
KIC1161949,6513.0,1.81,1.252,4.02,13.978,
KIC4285107,5462.0,0.732,0.812,4.614,13.98,
KIC11513441,5361.0,1.951,0.997,3.856,13.982,
KIC6783732,6328.0,0.948,1.012,4.489,13.982,
KIC2708270,4449.0,14.894,0.87,2.031,13.982,
KIC9569866,5260.0,0.717,0.68,4.56,13.983,
KIC6629588,6782.0,1.752,1.155,4.014,13.983,
KIC4144873,4687.0,8.123,0.988,2.613,13.983,
KIC10597164,5446.0,2.39,1.293,3.793,13.984,
KIC11147276,5883.0,0.905,0.885,4.471,13.984,
KIC10483644,6029.0,0.894,0.972,4.523,13.985,
KIC5963591,6237.0,1.135,1.02,4.338,13.986,
KIC10287248,3801.0,0.488,0.517,4.776,13.987,
KIC4840263,5908.0,2.033,1.103,3.865,13.988,
KIC8836224,,,,,13.989,
KIC5887316,6353.0,1.134,1.174,4.397,13.989,
KIC5565261,5088.0,3.293,1.257,3.502,13.99,
KIC10208759,6773.0,1.391,1.427,4.306,13.99,
KIC8081389,6962.0,1.62,1.352,4.148,13.99,
KIC10161534,6263.0,1.113,1.084,4.382,13.991,
KIC5309353,5278.0,0.746,0.791,4.591,13.992,
KIC10208894,4959.0,11.963,1.934,2.569,13.993,
KIC5536715,6762.0,1.348,1.276,4.282,13.993,
KIC3530668,6224.0,1.433,1.094,4.165,13.993,
KIC12647110,5059.0,2.799,0.834,3.466,13.993,
KIC5385647,5349.0,1.505,0.914,4.044,13.994,
KIC5370944,,,,,13.994,
KIC9536836,6146.0,0.943,1.02,4.497,13.996,
KIC6774826,7131.0,2.145,1.373,3.913,13.997,
KIC6629332,5665.0,0.82,0.916,4.568,13.997,
KIC5632701,5968.0,0.881,0.97,4.534,13.997,
KIC6543683,6040.0,1.155,0.909,4.271,13.998,
KIC5193386,4905.0,3.484,0.883,3.3,13.998,
KIC5213005,,,,,13.999,
KIC8162376,5037.0,0.568,0.574,4.689,14.001,
KIC8589754,6461.0,2.225,1.266,3.846,14.002,
KIC4472143,6186.0,1.253,1.305,4.358,14.002,
KIC5696518,,,,,14.002,
KIC8414216,3787.0,0.505,0.514,4.742,14.003,
KIC8846163,,,,,14.005,
KIC9291368,8117.0,3.07,1.922,3.748,14.005,
KIC7021534,6075.0,0.916,0.991,4.51,14.005,
KIC9658192,5793.0,0.925,0.954,4.485,14.007,
KIC4945035,5974.0,1.143,1.022,4.332,14.009,
KIC3232859,6089.0,1.795,1.299,4.044,14.01,
KIC5475736,5750.0,0.839,0.747,4.464,14.011,
KIC8622875,5768.0,1.009,0.881,4.375,14.012,
KIC5305225,5708.0,0.933,0.926,4.465,14.013,
KIC8110758,5876.0,1.209,0.999,4.273,14.013,
KIC8868649,5472.0,0.981,0.846,4.382,14.016,
KIC4274816,5925.0,1.033,0.898,4.364,14.016,
KIC7041972,,,,,14.017,
KIC4647949,,,,,14.022,
KIC5347537,5712.0,0.971,0.912,4.424,14.023,
KIC4586482,5689.0,1.207,1.058,4.299,14.023,
KIC6148271,6505.0,1.228,1.211,4.342,14.026,
KIC5003117,5600.0,0.896,0.889,4.483,14.026,
KIC4446411,5628.0,0.976,0.85,4.388,14.027,
KIC7123614,6210.0,1.033,1.093,4.45,14.027,
KIC10614845,4891.0,0.571,0.572,4.683,14.028,
KIC9159242,5575.0,0.98,0.81,4.363,14.028,
KIC5213902,6198.0,0.97,1.024,4.475,14.029,
KIC4669402,6007.0,1.06,0.882,4.333,14.034,
KIC3970233,5366.0,0.835,0.805,4.5,14.034,
KIC9053086,6211.0,1.281,1.055,4.247,14.034,
KIC5982368,5766.0,1.077,0.952,4.352,14.035,
KIC3953106,5619.0,1.406,0.848,4.07,14.035,
KIC7375100,,,,,14.037,
KIC5307568,5884.0,1.07,1.07,4.408,14.037,
KIC9529733,6462.0,1.166,1.166,4.371,14.038,
KIC8848271,5874.0,1.096,0.954,4.338,14.039,
KIC8380743,6225.0,1.672,1.041,4.009,14.039,
KIC7690855,4223.0,0.557,0.544,4.681,14.04,
KIC5376836,5907.0,0.878,0.929,4.519,14.041,
KIC8332986,5328.0,0.857,0.845,4.499,14.041,
KIC8612291,,,,,14.042,
KIC9412267,,,,,14.043,
KIC2860788,5566.0,0.967,0.822,4.382,14.043,
KIC6191945,5182.0,1.824,1.043,3.935,14.044,
KIC6614926,6283.0,1.01,1.067,4.459,14.044,
KIC9936698,6604.0,1.526,1.283,4.178,14.045,
KIC9674564,5668.0,0.912,0.943,4.492,14.046,
KIC4073089,7078.0,1.568,1.401,4.192,14.048,
KIC9549472,5843.0,1.006,0.924,4.399,14.049,
KIC10156055,6609.0,0.974,1.073,4.484,14.049,
KIC7866914,6074.0,0.965,0.992,4.466,14.05,
KIC9101271,6167.0,1.195,1.034,4.299,14.053,
KIC8226720,6428.0,0.977,0.998,4.457,14.056,
