tid,pl_orbper,label,pl_trandep,pl_tranmid
441739020,40.7501028,planet,6026.0,2460503.136603
459903429,8.13664,false_positive,840.0,2458821.04876
468828873,3.8954139,false_positive,911.0,2459957.440794
470315428,1.08625,false_positive,1110.0,2458818.19746
73104318,7.45494,false_positive,2280.0,2458822.59324
8400842,3.1915257,planet,8587.0,2460657.382557
96291218,13.7058173,false_positive,5788.0,2459917.090821
9837861,0.6565741,false_positive,423.0,2460312.310541
259168516,4.8026561,planet,4358.1157678,2459657.394071
367366318,2.7347651,planet,9209.0,2460662.485202
58542531,3.057524,planet,1117.9638175,2458816.411524
28900646,0.6691449,planet,1254.3711932,2459910.938093
121966220,6.7171913,false_positive,9138.715071,2459914.901064
198384408,9.1238101,false_positive,283.324087,2458823.255936
183120439,2.2554459,planet,5283.7103901,2459062.718052
267574918,1.4079369,planet,484643.7441389,2459419.987351
268334473,16.7368995,planet,989.0,2460458.306487
353475866,1.766692,planet,830.5082973,2458817.684965
396740648,3.7701296,planet,4361.1801082,2458843.657627
422756130,3.1342946,planet,1183.6060713,2458791.519137
470381900,2.5005291,planet,12579.3504758,2459911.832125
138168780,3.7649949,planet,14735.0,2460474.181987
154867950,0.6664948,false_positive,260.0,2458870.507719
27677846,5.6309047,false_positive,1683.0,2459936.359525
286561122,0.6803433,false_positive,565.5754223,2459910.5579
288631580,5.8775548,planet,412.2881337,2459757.356321
311121985,1.3561596,false_positive,482.0,2460309.854705
312122956,2.0492064,false_positive,1030.0,2459547.065465
339538183,2.6093167,false_positive,1984.0,2459935.390685
353367071,2.37532,false_positive,1940.0,2458819.39874
354006740,1.76406,false_positive,870.0,2458819.00417
368536386,1.69433,false_positive,650.0,2458818.74012
409183335,3.32125,false_positive,5760.0,2458818.22815
159418353,8.3033493,planet,571.0,2460661.435023
425997655,17.6671735,planet,754.5192275,2460957.73363
219857012,21.2690422,planet,350.0,2460660.830697
219860288,4.2660553,planet,1700.0,2459660.494212
229455001,22.3417286,planet,472.0,2460623.320439
23650642,1.12355,false_positive,1020.0,2458843.38029
371210825,0.40312,false_positive,1000.0,2458842.74962
95129101,3.929983,false_positive,2270.0,2459575.195833
137500798,13.2054538,false_positive,644.0,2460328.287633
240148934,2.02365,false_positive,1710.0,2458843.26677
309257814,1.8135767,false_positive,4166.2802035,2458569.773308
445805961,24.2833782,planet,2844.0,2460439.666809
461662295,10.2558,false_positive,5740.0,2458844.85466
67926921,3.566276,false_positive,3870.0,2459606.849596
239154970,3.4744763,planet,12920.0,2459603.425538
142090065,2.8269356,false_positive,950.9544382,2459738.517459
14336130,8.082354,planet,559.0,2460298.678071
29857954,9.47686,planet,2980.0,2458326.92242
356473034,2.6158597,planet,13363.0,2459957.574412
51234631,4.1250429,planet,8804.0,2460339.400472
71431780,13.7270395,planet,901.0,2460307.768558
81212286,0.6850808,false_positive,2675.7176662,2458843.027821
86396382,1.0914304,planet,15377.7920504,2458842.997159
130181866,7.107934,planet,501.6058242,2458845.373051
285048486,3.4913952,planet,5400.0,2459604.399093
298666530,0.5732797,false_positive,192007.9598,2458738.738252
318022259,6.2262315,planet,1488.0,2459952.635271
371234684,3.9228042,planet,13970.0,2459603.86508
53427308,5.80322,false_positive,1710.0,2458844.7654
408618999,7.0731057,planet,439.0,2460660.093314
160045097,1.8290294,planet,704.8493933,2459632.816808
86280613,9.573548,false_positive,2788.0,2460325.905001
450327768,5.34326,false_positive,6980.0,2458875.04671
172518755,3.2087149,planet,1960.0,2460279.071213
207141131,4.1374403,planet,1008.4447279,2460985.999063
310981412,9.62517,false_positive,540.0,2458684.16048
233684293,48.4808217,false_positive,110.0,2459755.574206
304142124,55.087,planet,2509.0,2460017.429225
286916251,8.7655468,planet,572.6986983,2458715.310896
135083444,2.7917911,false_positive,1018.9771433,2458899.610227
138819293,2.6438856,planet,6404.7051471,2459639.963332
233602827,4.4891367,planet,1271.1867023,2459763.323055
307210830,3.6906759,planet,1657.0,2460688.70837
287080092,37.4685042,planet,429.0,2460607.061003
287139872,0.9351891,planet,1150.2871156,2459662.731174
289580577,5.3846239,planet,630.6901313,2459653.733754
367858035,20.7051499,planet,1822.0,2460421.696841
408636441,18.8500438,planet,2610.0,2460404.266149
272086159,16.155373,false_positive,71225.723174,2458649.291373
420112587,11.062666,false_positive,4957.8780942,2458691.531496
67666096,2.7033942,planet,10340.0,2459635.207263
8767448,4.3532339,planet,10270.0,2458892.510627
137906197,7.3377236,planet,795.0,2460331.444718
262530407,2.8531016,planet,1547.1068927,2460204.963281
457138169,1.0924536,false_positive,874.580104,2459605.893177
252479260,3.2122302,planet,14429.0,2460362.105227
85293053,8.0542207,planet,706.8165307,2459628.849872
332064670,0.7365463,planet,384.6733121,2458870.692828
4897275,16.7100422,planet,615.2873631,2458872.341155
9348006,10.2405483,planet,9950.0,2459635.364326
21535395,2.8009915,planet,204.8553325,2458871.488566
29191624,14.6503935,planet,330.0,2459635.116524
39699648,6.5273884,planet,415.430891,2458875.997532
67646988,1.8817191,planet,99270.0,2459633.119867
251848941,6.5578513,planet,1596.0,2460196.437088
99834717,1.7063264,planet,10980.0,2459632.745042
137881699,2.9720774,planet,6440.0,2459633.496924
207468071,20.3807824,planet,2371.5221505,2458933.167227
162689341,2.1747062,planet,11173.1929564,2459717.232201
300871545,4.8170684,false_positive,23137.3629965,2460186.764732
165987272,7.8456075,planet,7020.0,2459658.642419
168699373,4.3011975,planet,22050.0,2459688.443452
404505029,9.5739531,planet,3170.0,2459680.103432
258871793,9.1469122,false_positive,8770.0961182,2458931.120722
198108326,3.2130578,planet,22530.0,2459685.398095
198385543,3.9306746,planet,1637.1984269,2459884.349803
54002556,35.4557945,planet,9890.0,2459099.821541
219824469,5.4809161,false_positive,2770.0,2459661.07431
368435330,3.6451549,planet,780.0,2459631.901476
198153540,8.0214735,planet,882.3089291,2458741.600395
8967242,7.093853,planet,284.2381135,2458904.815773
17993892,4.1244833,planet,9590.0,2459632.338336
119584412,10.6439385,planet,1240.0,2459648.619735
166648874,15.1512051,planet,4955.304292,2458909.543414
180695581,0.54937,planet,370.0,2459664.070547
307734817,2.1075001,false_positive,4256.1743008,2458900.910995
347329162,4.6170519,planet,12210.0,2459659.915254
76923707,4.5320502,planet,7809.0577339,2458358.118263
373693175,1.3273482,planet,18850.0,2459662.70189
376524552,3.7130701,planet,19610.0,2459661.050292
377290815,0.798,false_positive,190.0,2458684.12719
233720539,2.555332,false_positive,6550.0,2460559.904763
237108272,22.7873,false_positive,410.0,2458688.28857
341815767,3.09374,false_positive,150.0,2458685.5559
393831507,4.860673,planet,6140.0,2459661.328325
82308728,9.4893231,planet,940.0,2459664.085255
142381532,38.8135498,planet,9593.0,2460345.348566
142387023,22.8085719,planet,977.0,2460362.103539
229400092,4.1419805,planet,10130.9411804,2459761.726499
390651552,1.467119,planet,1550.632368,2459691.149337
232982938,9.0941239,planet,2570.0,2459918.438376
183979262,3.4307565,false_positive,9664.2985634,2459063.727306
20182165,9.7815625,false_positive,20040.0,2459680.305818
61098812,3.6935997,planet,8580.4318905,2459684.730994
382602147,2.1357026,planet,29272.618489,2459062.34163
32487566,2.7567395,planet,9248.4759918,2459090.383107
9725627,4.1567834,planet,4830.1859522,2458356.962228
70513361,11.1452784,planet,566.2736451,2459136.576258
403288821,0.5474737,false_positive,1430.0,2459085.611785
120916706,0.5568212,planet,42426.1114659,2460934.124059
231703293,0.907105,false_positive,1430.0,2459085.547175
325172035,2.8970202,false_positive,3080.9239308,2459308.612847
211438925,4.8996461,planet,10957.0,2460198.831716
167009792,1.133052,false_positive,104.3043949,2460932.531044
308919449,1.6563738,false_positive,246.0,2460012.02774
461080504,6.0988471,false_positive,8857.7284148,2459285.44868
357536526,1.57363,false_positive,710.0,2458545.66094
127315102,10.8458712,false_positive,3120.0,2459338.849888
460140752,12.0077462,false_positive,2921.0,2460066.821944
31268146,3.6473383,false_positive,162.7642577,2460013.457382
230982885,2.0727598,planet,14761.0,2458355.490424
327663613,1.41144,false_positive,414.379,2458599.56984
394509844,6.89132,false_positive,5940.0,2458599.31398
242536549,0.6923563,false_positive,810.0,2459359.132432
49967354,1.09333,false_positive,1250.0,2459010.86112
160162987,23.0531698,false_positive,2940.0,2459441.746048
364075352,37.83633,false_positive,8240.0,2458772.93351
260043723,3.1385856,false_positive,505.3163401,2460982.315462
75656058,1.78166,false_positive,8160.0,2459011.83317
76197937,1.78252,false_positive,1920.0,2459011.82925
293567206,0.6856225,false_positive,723.0,2460311.597247
405717754,4.4379727,planet,16222.5125043,2459770.377734
123495874,7.8914271,planet,9822.0002486,2459776.680872
123233041,3.5224751,planet,8602.325645,2459445.304166
164892194,3.024111,planet,7558.6411086,2459392.686784
237913194,15.1689723,planet,7818.5475582,2459062.422964
260849386,1.0339,false_positive,520.0,2458568.22176
293435336,1.8098811,planet,13033.5612701,2460985.484461
142087638,74.6068965,false_positive,2304.7237253,2458558.995549
212957629,3.0766835,planet,18848.5607395,2459115.976073
153078576,2.7029187,planet,5132.6782834,2459116.620626
122612091,2.2167436,planet,4239.7484463,2460988.072434
162802770,4.880964,planet,3385.5526856,2459283.404103
448589187,3.0652926,planet,11240.0,2459304.823271
152852327,9.1720535,planet,580.0,2459562.250418
159951311,5.9242661,planet,11796.3303624,2459169.574874
166184426,16.3152,false_positive,2500.0,2458600.45092
334911765,0.88958,false_positive,1240.0,2458600.59694
302659412,14.5187891,false_positive,429.0,2460083.974882
400323948,3.2242808,false_positive,868.6214414,2459336.010178
141663464,1.76447,false_positive,2640.0,2458601.34368
190271688,12.6534664,false_positive,27095.439949,2459341.024374
242083025,0.6466988,false_positive,1063.700888,2459307.492086
295354126,2.2778177,false_positive,880.0,2459357.403106
293708935,2.6855915,false_positive,488.2401788,2458597.350807
441462736,14.2811731,planet,762.9376583,2460927.616153
298663873,260.1740061,planet,4747.959592,2459611.445537
268823307,3.5484481,planet,7022.0056891,2459444.706868
176956893,6.9067868,planet,1751.7778572,2459036.618741
260609205,4.4617755,false_positive,18854.6431909,2460184.852236
321068176,12.9696927,false_positive,4085.6845383,2459121.065867
77031414,1.3866519,planet,14246.4665531,2458355.195919
10837041,0.7827075,planet,526.867675,2460987.464436
684936227,15.29859,false_positive,1187.0,2459134.75391
206498307,13.4190392,false_positive,4668.5368695,2459066.937927
237320326,1.7771109,planet,14073.5021163,2459062.739359
237922465,8.2754608,planet,6510.0,2459352.544159
49617263,4.83266,false_positive,830.0,2459139.2966
65347776,25.86696,false_positive,2240.0,2459133.37121
120585579,6.340315,false_positive,25410.703288,2458357.778211
268532343,5.84259,planet,2670.0,2459136.26698
70524163,4.3474,planet,3520.0,2459139.61885
29830212,7.3164282,false_positive,37130.0,2459349.974976
164767175,10.7511248,planet,586.0959345,2460973.354682
277871306,3.9602774,false_positive,6193.0,2460277.924101
253132689,3.217824,false_positive,1288.0,2460062.383323
467281353,2.8319354,false_positive,780.0,2459332.170832
383531859,17.0614756,false_positive,2730.0,2459352.185799
458856474,6.081043,false_positive,15384.1717123,2460751.695956
458857720,1.30924,false_positive,3370.0,2458571.79697
12421862,10.2152025,planet,960.5475682,2458356.371864
127793615,9.27898,false_positive,9020.0,2458604.91156
89535068,6.1110945,false_positive,1098.152672,2459288.09218
162246865,0.5646193,false_positive,510.0,2459331.916143
401604346,2.1223673,planet,8056.3340252,2459037.564542
271478281,15.3419095,planet,683.0,2460141.982191
372172128,1.1953968,planet,1127.2344564,2459036.508778
389352124,4.954648,planet,7357.0,2460148.5999
100566492,4.9549631,planet,8236.2566801,2459040.905327
369455629,3.3771114,planet,4515.155077,2459038.510574
150098860,10.6953065,planet,927.7984537,2460966.946848
358107516,11.9124942,planet,19304.2778014,2459041.912359
467971286,2.2250514,planet,13144.590055,2459037.141234
260298958,0.8891483,false_positive,44722.5890994,2459036.525582
381856447,1.7690121,planet,10110.2139841,2459037.77354
90850770,8.000489,planet,4606.7419685,2459043.770189
313891529,12.3750537,false_positive,4155.6104825,2459092.273962
142937186,1.30613,planet,560.0,2459169.61994
258804746,0.224195,planet,540.0,2460258.868869
686072378,1.9426003,false_positive,504062.379922,2459175.406024
348684813,7.7517472,false_positive,861.0,2459976.896634
348835438,6.203496,planet,810.0,2459985.604157
166836920,5.7525804,planet,5301.7998237,2460988.126499
190081497,3.1630387,false_positive,1130.0,2459991.730295
179033846,1.476869,false_positive,2670.0,2459197.208589
219366908,0.6293198,false_positive,3730.0,2459199.016708
161156159,2.2818488,false_positive,1483.0,2460064.293216
324395151,3.4551479,false_positive,5191.7260014,2459309.575644
309792357,104.8724252,planet,11850.1557451,2460877.951041
457939414,3.7899524,false_positive,4345.4373432,2459281.710853
82707763,6.6570835,false_positive,7164.0,2460065.075037
147340931,4.3114812,false_positive,6360.0,2459331.540551
453464017,3.9416903,false_positive,12840.0,2459352.660686
445903569,4.0337201,planet,2868.0,2460032.218521
275384718,7.72433,false_positive,7120.0,2458576.4335
429295277,1.10833,false_positive,1060.0,2458572.20786
410214986,8.1382222,planet,3852.0299874,2458332.308323
371188886,9.1270519,planet,4568.0,2460086.660775
316937670,0.62425,false_positive,954.060325,2458325.342966
212253390,3.0926858,planet,272.6778328,2459038.102648
425561347,5.7772122,planet,1470.3821261,2459040.86632
441420236,8.4536777,planet,2872.2887525,2459041.281746
118327550,7.397216,planet,953.5477499,2458357.364688
168871868,17.1217196,false_positive,131000.0,2459183.305376
318753380,15.6692322,planet,1393.3814802,2459148.098617
439867639,0.3711334,planet,2322.6218151,2458411.217326
231721005,9.0182016,false_positive,492.0,2460121.423199
170729775,16.6542431,planet,10168.0,2459186.901539
220479565,3.6977167,planet,4755.6707294,2458381.845549
259377017,5.6604773,planet,3451.8440419,2460982.004741
356453768,2.3330349,false_positive,2795.0,2460011.151332
439610306,1.79988,false_positive,180.0,2458545.26565
41173048,6.40938,false_positive,280.0,2459194.004177
70887357,723.8345008,false_positive,3119.2983693,2458454.33261
350618622,52.9787392,planet,6568.9620749,2460972.002829
26547036,1134.6723963,planet,11679.2159464,2459846.977285
136916387,11.5778362,planet,217.3994918,2458631.767617
138294130,3.0565259,planet,8800.0,2459716.992394
188589164,2.6162769,planet,1120.6014184,2458956.396322
198588220,4.8099755,planet,6965.0,2460497.317355
61733521,3.36296,false_positive,750.0,2458655.87771
326453034,14.445918,false_positive,1273.806981,2458355.95751
129432342,1.79217,false_positive,1710.0,2459037.29826
100504381,5.46278,false_positive,2982.0,2460143.110815
394722182,3.5315897,planet,7230.0,2459389.337457
389238529,0.49642,false_positive,1000.0,2459036.5003
4294779,0.3438892,false_positive,24850.3953805,2459174.475148
219208037,0.9776805,false_positive,965.3175192,2459229.062884
449197831,3.7369689,planet,310.4978088,2459177.402573
192790476,19.1047019,planet,1906.0596245,2458452.334564
158623531,7.8728937,planet,14639.4155321,2458355.73229
411839167,6.1802614,planet,5383.8458373,2459175.327301
32949762,3.7684981,planet,19800.0,2459222.681031
269077474,1.3164901,false_positive,3580.0,2459197.192883
176314383,3.3759446,planet,1270.0,2459197.636818
268766053,3.3098458,planet,19158.8321817,2459140.875701
279740441,0.7418594,false_positive,2983.6257317,2458386.095087
368287008,3.3491408,planet,7210.0,2459712.928909
357416482,5.49826,false_positive,12929.0,2460434.940249
357501308,7.4355709,planet,1310.6803156,2458958.257962
159781361,15.3468182,planet,665.0,2460431.584231
39903405,5.633477,planet,5651.0,2460477.275907
236312126,3.9415041,planet,21330.0,2459713.291648
11996814,0.4487349,false_positive,3572.0328032,2458790.849435
255930614,2.8758831,planet,3152.0,2460476.023499
394050135,8.8720542,planet,6144.296801,2459754.939635
335996558,1.46329,false_positive,750.0,2458739.50775
336456596,0.77871,false_positive,670.0,2458739.62994
445254275,2.57134,false_positive,920.0,2458767.19721
388130235,92.1950921,false_positive,3760.0,2459323.834757
98494121,3.06555,false_positive,2920.0,2458659.34688
349786918,2.9663389,false_positive,192.3691435,2460772.168476
376168473,5.41402,false_positive,7780.0,2459040.0943
152714791,1.27349,false_positive,920.0,2459036.88269
264303333,0.8153098,false_positive,189.0,2460367.057256
367855829,85.4244796,false_positive,1134.2233028,2458714.619721
293612446,2.6266983,planet,10650.0,2459493.9445
31114545,24.4232697,false_positive,1920.0,2459196.87342
117843067,2.3767548,false_positive,7940.0,2459198.809559
160148385,3.4252563,planet,14223.1726719,2458354.319774
373453507,15.7925628,false_positive,1190.0,2459197.39928
1449756,11.3543085,false_positive,2190.0,2459199.593066
443556801,1.5080197,planet,1790.0,2459225.646634
439456714,3.9934418,planet,5801.8957159,2458385.036312
437893926,3.8454384,false_positive,4590.0,2459548.185346
36574157,3.7804749,false_positive,22150.0,2459210.630135
319735319,2.9038027,false_positive,5860.0,2459224.225903
259962054,51.94509,false_positive,2534.0,2459106.86029
427279997,2.89453,false_positive,550.0,2458768.72753
54364414,1.37477,false_positive,960.0,2458792.09451
269424395,2.41872,false_positive,1160.0,2458768.14945
270333769,4.1207509,false_positive,973.0,2460418.367886
198485881,35.1896444,planet,4524.9353925,2459606.202888
219821826,9.6799809,false_positive,15870.0,2459659.732563
232568235,0.3524597,planet,305.0,2460423.375669
8348911,2.326343,planet,4153.6144436,2458957.9252
459837008,3.4950422,planet,2004.426903,2458816.152459
219151731,1.4853364,false_positive,650.0,2459249.973749
328934463,11.2347982,planet,4780.0,2459658.812257
282498590,10.1004307,false_positive,13680.0,2459222.255014
455036659,4.007232,planet,10360.0,2459194.067914
452810327,2.3540172,false_positive,6660.0,2459197.357111
332660287,1.2434016,false_positive,4070.0,2459197.326471
332534326,2.4993895,planet,10610.0,2459168.948798
468574941,1.4971447,planet,16266.2491958,2459882.348171
363761216,7.4072602,false_positive,14765.0,2460651.832302
159873822,13.7905315,planet,1140.0,2459704.448013
1100766816,1.62263,false_positive,1630.0,2458957.04205
315755496,4.27808,false_positive,1096.6013542,2459394.643317
378355116,3.5684459,false_positive,939.0,2459875.429386
326732851,1.51567,false_positive,750.0,2458766.42257
403308915,3.7543552,false_positive,470.0,2459878.778991
55650590,0.7363132,planet,1322.5461054,2458325.542536
285542903,2.2657506,false_positive,388.0,2460448.014024
441798995,1.4206036,false_positive,448.0101837,2458683.350647
289164482,2.6796164,planet,827.5423687,2458685.367259
97568467,10.655694,planet,2103.6578759,2459205.098381
263179590,3.7382381,planet,1316.4622757,2459204.417815
184240683,1.6284288,planet,13798.6701483,2458355.508611
52689469,3.1413825,planet,5433.0348726,2459202.042637
124778445,1.6751568,planet,17781.0520005,2459203.395868
224225541,4.9377227,planet,844.8199092,2458357.305138
170103435,1.9785151,false_positive,500.0,2459984.552667
124702477,0.7951534,false_positive,1920.0,2459226.722059
34466256,0.7029205,false_positive,2480.0,2459198.602275
91869778,3.4771921,false_positive,3250.0,2460235.294959
281979481,0.5417947,false_positive,537.9244902,2459362.157241
280212554,1.1472535,false_positive,4090.0,2459212.045265
279989567,0.787177,false_positive,1350.0,2459226.18852
327577308,1.45655,false_positive,580.0,2458766.42545
373785851,4.04163,false_positive,3100.0,2458795.9996
115524421,8.8036803,planet,8360.0,2459735.852814
141663460,1.76442,false_positive,8800.0,2458601.34368
417931300,7.7690887,planet,1416.7912077,2458683.416826
260271203,5.6492853,false_positive,44346.559983,2458330.097007
27491137,10.3563596,planet,923.942127,2459675.695029
77044471,2.6865064,planet,12135.3375306,2458356.100116
198211976,0.4018586,false_positive,111.3648011,2458683.724447
115446313,4.9707023,false_positive,487.0,2460471.356355
329148988,27.2672016,planet,1154.3278885,2458747.184629
120610833,3.1260751,planet,11158.2764589,2458354.77371
48178229,2.6788253,false_positive,350.0,2459225.683785
169249234,7.1858029,planet,11192.4995247,2459527.431854
149601126,23.3418536,planet,6473.602151,2459174.013303
148233571,0.9422588,false_positive,1060.0,2459226.37606
134315574,1.5971584,false_positive,5070.0,2459963.61295
382188882,4.8000953,false_positive,5241.0677476,2459328.579795
130611752,0.4405893,false_positive,1850.0,2459963.18538
159244568,6.2772478,false_positive,910.5215536,2458820.249587
321669174,10.5054362,planet,1320.6016253,2459757.444606
441738827,6.0784031,planet,1810.0,2459652.834382
362220495,165.0031583,false_positive,2976.5490435,2458798.44781
160074939,13.340145,false_positive,589.893526,2458366.329788
197959526,0.7196291,false_positive,4971.1456595,2459061.885478
269333648,64.5947,planet,4240.0,2460734.735653
399967279,94.0997954,planet,20525.1201107,2459475.467243
49687222,20.186539,false_positive,1006.041833,2458360.073308
100100827,0.9414525,planet,11445.0,2460205.353322
73540072,1.2436239,planet,1790.0,2459690.743436
81247740,1.3641482,planet,7820.0,2459690.637842
224313733,197.0336254,false_positive,11900.0,2459517.338757
229742722,63.4839358,planet,5357.0,2460503.687053
279741379,35.6133889,planet,1397.6487373,2460985.704053
202426247,1.0662082,planet,151.0,2460367.147621
321668398,5.6442112,planet,4136.2010063,2459768.446771
356919658,1.42611,false_positive,1890.0,2458683.89879
441765914,124.72987,planet,1781.9160024,2459517.9957
402898317,53.8108713,planet,965.1696621,2458751.624048
235678745,17.664866,planet,736.3925122,2458692.799727
142748283,3.1190716,planet,2964.5828911,2459601.846172
279982557,1.7890217,false_positive,391.6251669,2458712.393015
204376737,3.3610013,planet,24081.7810523,2458357.394744
61980227,3.0958985,false_positive,10354.9916952,2459064.594292
349488688,11.6207544,planet,486.0090375,2458994.287456
402026209,1.3382314,planet,27137.0920051,2458355.184421
270604417,7.5427509,planet,3098.3066655,2459233.347042
341419787,21.0689935,false_positive,3392.7700746,2459230.852582
149845414,7.9940367,planet,404.6194381,2458522.513973
444013020,2.3114203,planet,14975.1986739,2459228.794258
350293646,8.5234958,planet,18942.0,2459985.304174
204317710,2.8126485,planet,13994.0625365,2459090.083321
294500964,9.0702531,false_positive,3806.1953378,2459966.572012
144043410,6.2636501,false_positive,7043.2784811,2459230.661673
155491828,16.0475029,false_positive,13630.0,2459233.496293
229791084,1.6453265,planet,19310.0,2459766.543741
400476523,18.10671,false_positive,10340.0,2458700.97371
233503636,3.40612,false_positive,1740.0,2458685.82187
233497719,3.801591,false_positive,18950.0,2460534.067363
230386397,19.5078657,false_positive,1770.0,2459626.670376
393911494,0.6332593,false_positive,1191.4597195,2458899.861702
446549906,2.45457,planet,19250.0,2458654.61467
300812741,20.2254946,planet,712.14897,2459037.417539
293527670,0.98656,false_positive,390.0,2459086.60982
394287035,17.1019622,planet,11430.0,2459356.607647
180991313,2.2088214,planet,7770.0,2459329.30801
92226327,24.7373412,planet,6560.492087,2458399.928643
258920431,5.9839451,planet,3826.4375501,2459390.75286
200723869,18.3877081,planet,1191.0283192,2459121.270086
239816546,2.9887654,planet,15493.9490407,2459500.741002
59859387,1.1203828,false_positive,1901.0,2459987.207387
348755728,4.5063838,planet,12522.9613662,2459256.846553
258510872,6.5440665,planet,6060.0,2459736.999544
459997997,5.547485,false_positive,3350.0,2459328.032732
278866211,2.1940616,false_positive,5943.6922953,2460876.857996
392476080,0.67249,planet,7890.0,2458984.38888
394029948,32.76639,false_positive,500.0,2458687.55509
356235833,1.2680452,false_positive,538.0,2460479.42095
1400212743,5.24612,false_positive,1030.0,2458984.22398
54464870,3.6944323,false_positive,312.0,2460447.794803
422838133,5.3089937,false_positive,531.0,2460644.06098
279212407,28.6620782,false_positive,2600.0,2458971.41863
17416749,2.34483,false_positive,370.0,2458956.56894
236387002,7.2008611,planet,50063.0,2460442.055186
389900760,5.7998189,planet,8567.3390223,2458795.822874
88902249,7.7119842,planet,3176.0,2460083.976548
230001847,2.994263,planet,1120.6492357,2459769.981102
24358417,22.6539607,planet,11530.0,2459183.68068
29959761,1.6471574,false_positive,3880.0,2459169.749893
100267480,0.87741,false_positive,12050.0,2458681.75145
100589632,3.9471567,false_positive,1880.0,2459221.101551
91555165,1.0526157,planet,358.5076064,2459116.731575
239638934,6.0027375,false_positive,6100.0,2458760.818232
103751498,3.7146478,planet,12620.0,2459600.117319
350445771,3.1901569,false_positive,3648.2442456,2458326.804271
102713734,3.397862,planet,9960.0,2458839.453257
7548817,4.52074,planet,8520.0,2459735.896093
62530991,4.0266483,false_positive,754.0,2459986.942214
68007716,5.4566563,planet,4160.0,2459244.752232
420645189,48.5340395,false_positive,62170.0,2459000.999918
91987762,45.5221456,planet,3028.5453279,2459531.564033
172370679,29.0902271,planet,37562.3332736,2459439.215254
166739520,10.0205932,planet,8247.6689406,2460982.967362
178879588,3.0566277,planet,12517.5203529,2459145.468004
19684256,1.3666563,planet,21070.0,2459278.312088
272212970,1.6091845,planet,13450.0,2459332.042845
77156657,3.8404319,planet,3580.0,2459196.572151
272213425,4.3247708,planet,6380.0,2459327.622593
429302040,5.72226,planet,25549.0,2458574.14194
308098254,9.6246665,planet,10230.0,2459299.07674
311408969,3.5852284,planet,16909.228538,2459767.525934
159742538,3.5539283,planet,9368.3887704,2459767.927156
116242971,5.0316347,planet,4912.0,2460505.171214
116264089,1.306188,planet,24746.2794438,2459391.063502
21744120,5.5080682,planet,21584.7573167,2458983.744992
21832928,16.3413889,planet,372.0970618,2458987.266354
101721385,4.627664,planet,6190.0,2459762.100336
320798691,5.0052605,planet,7641.404098,2459010.827728
27848472,1.8468345,planet,13237.0,2460338.136034
358516596,3.2440454,planet,15011.9381969,2459391.154184
75878355,9.2292078,planet,1606.0,2460496.590963
219766989,0.5109902,false_positive,2720.0,2459332.152874
124095888,1.1258127,false_positive,1440.0,2459331.195756
9727392,4.534451,false_positive,23574.842911,2458355.325711
31656385,22.84518,false_positive,9210.0,2459073.99562
39414571,4.0197555,planet,9750.0,2459227.044447
344085117,0.659752,false_positive,1138.1047916,2459962.920417
157698565,61.6277,planet,8878.0,2459973.640012
12862099,2.4238226,planet,16167.1783697,2458386.578118
229285649,8.493027,false_positive,20750.0,2459544.881796
12036590,5.73436,false_positive,17740.0,2459226.801169
37749396,13.4758478,planet,708.9461601,2458392.294018
176772671,1.3326579,false_positive,37285.6090775,2460719.073071
453789494,5.4774433,planet,9010.0,2459354.693899
37718056,3.65688,planet,7040.0,2458384.09392
232038798,4.1536624,planet,12310.0,2459252.138447
183532609,8.1587261,planet,15337.0,2460202.792714
437261733,5.4161129,planet,14310.0,2459296.222791
44745133,7.8181434,planet,3650.0,2459166.297772
50712784,5.4053583,planet,6770.0,2459249.035676
53458803,3.3489038,planet,10987.1747675,2459252.258036
53750200,4.1933422,planet,4804.157266,2459232.244495
98283926,2.2920348,planet,10585.2906021,2459253.248463
98545929,1.888231,planet,4358.3260875,2459251.405758
339522221,1.82069,planet,12340.0,2458655.29768
308425348,3.39829,false_positive,4340.0,2458571.7908
102192004,4.2337078,planet,7690.0,2459328.761216
183537452,3.9227113,planet,11362.3670709,2460929.713786
363851359,2.5441537,planet,6780.0,2459331.95356
112099249,5.17958,planet,7620.0,2458604.17084
112604564,4.5768651,planet,10869.4903086,2459233.316814
76419763,2.7884723,planet,14467.6854046,2459414.394742
336128819,7.8519082,planet,3873.9591492,2459394.593726
336267424,1.4821845,false_positive,16269.2562793,2458684.221959
308172249,1.4013784,planet,19735.2001267,2459768.65359
399860444,2.4706114,planet,14310.7159758,2459012.510963
287256467,18.2616878,planet,971.0,2460453.432236
88992642,10.2611329,planet,1900.0,2460470.361827
158916431,5.8924856,false_positive,4530.0,2459765.039868
233569098,23.48522,false_positive,6020.0,2458693.42328
401125028,5.1750108,planet,13020.075325,2459990.646884
305048087,5.4361667,planet,4797.1288482,2458355.241753
189620016,1.1793395,false_positive,4010.0,2460718.288102
332558858,13.3368173,planet,8210.0,2459168.5071
439366538,4.3135917,planet,11271.8586527,2459064.195632
201177276,5.4693888,planet,32411.855989,2459062.464298
9006668,1.2730965,planet,414.0,2460205.747992
176220787,5.2153618,planet,5205.8347338,2459092.524257
189625051,4.9088819,planet,5548.8279627,2460720.074783
149539158,2.2338786,false_positive,318.9211436,2459256.970786
63898957,3.3639254,planet,422.0610761,2458383.915624
