tid,pl_orbper,label,pl_trandep,pl_tranmid
322202434,1.4013505,false_positive,1532.0,2460420.948154
376838000,2.1679,false_positive,560.0,2458765.05965
377144784,2.3866952,false_positive,586.0,2460447.12743
388076005,1.7126115,false_positive,340.0,2459880.690181
407394748,0.7522775,false_positive,1301.0,2460311.882875
461387302,5.8089284,false_positive,1111.0,2460630.611572
470852531,1.49446,false_positive,890.0,2458765.53404
157586003,3.3326189,planet,8310.5066162,2459391.184996
424435940,5.0172146,planet,14236.9594003,2459393.375248
284475976,2.1436364,planet,9203.7552743,2459825.459527
310003988,4.5421594,planet,9760.0,2459686.204782
179317684,4.2311173,planet,7261.2759361,2458544.670293
317597583,12.0557353,planet,807.0,2460654.567185
51024887,8.2491871,false_positive,117724.0282614,2458797.344998
165551882,12.1582804,false_positive,3430.7762638,2458798.104217
201186294,0.98933,planet,1519.669587,2458791.515001
230086768,34.9270483,false_positive,110264.9392094,2458736.130762
417705690,2.363311,false_positive,1121.0,2460311.61688
428679607,2.6800536,planet,456.0,2460660.823683
